transaction_id,user_id,transaction_time,amount,payment_method,currency,item_id,item_name,item_type
4293,12470,2023-11-20 14:44:47,877.12,微信支付,CNY,7071,VIP会员,会员
4294,12740,2025-03-05 23:08:15,54.9,Apple Pay,CNY,2156,食品,电商
4295,11441,2024-08-07 12:48:37,251.72,微信支付,CNY,7646,VIP会员,会员
4296,11439,2025-04-07 00:08:00,1072.75,云闪付,HKD,7211,年度会员,会员
4297,10565,2025-03-01 22:41:22,2393.69,支付宝,CNY,8638,弹幕特效,直播
4298,10191,2025-03-20 07:35:12,518.03,Apple Pay,CNY,4705,装备,游戏
4299,11530,2024-04-24 18:06:21,1899.95,微信支付,CNY,3911,年度会员,会员
4300,11000,2025-04-08 13:47:22,378.87,Apple Pay,CNY,7823,角色,游戏
4301,12930,2025-01-29 21:28:51,711.77,银行卡,CNY,8156,月度会员,会员
4302,10920,2024-12-16 07:27:49,6795.02,银行卡,CNY,5315,数码产品,电商
4303,10303,2024-12-31 05:13:26,55885.32,云闪付,USD,5791,化妆品,电商
4304,11672,2025-03-15 23:44:26,1450.75,微信支付,CNY,5401,弹幕特效,直播
4305,11769,2025-04-15 10:25:59,408.74,Apple Pay,CNY,3984,特权卡,游戏
4306,12056,2023-11-09 09:09:57,8395.96,银行卡,CNY,3548,日用品,电商
4307,11475,2024-05-30 21:04:58,9056.5,微信支付,HKD,7205,食品,电商
4308,11853,2024-11-29 15:00:34,3256.28,银行卡,CNY,4595,日用品,电商
4309,12641,2024-09-14 14:02:59,683.77,微信支付,CNY,5771,弹幕特效,直播
4310,10489,2024-04-16 20:42:09,8564.96,云闪付,CNY,8323,食品,电商
4311,12800,2024-10-20 08:53:24,3666.68,Apple Pay,CNY,6907,礼物,直播
4312,12317,2024-06-12 11:06:49,5191.88,支付宝,CNY,4249,日用品,电商
4313,11101,2025-02-12 03:40:04,1832.3,支付宝,CNY,6329,主播贡献,直播
4314,12702,2023-10-15 04:59:26,32383.15,Apple Pay,USD,8018,数码产品,电商
4315,10149,2024-12-21 23:17:40,4534.47,微信支付,CNY,4992,礼物,直播
4316,12914,2025-03-18 19:03:15,1302.0,银行卡,CNY,3936,弹幕特效,直播
4317,11655,2025-03-30 12:19:39,1384.93,Apple Pay,CNY,7726,服装,电商
4318,11534,2024-04-11 23:29:18,8546.01,云闪付,CNY,2052,数码产品,电商
4319,10283,2025-02-15 08:55:54,2763.79,银行卡,CNY,8489,化妆品,电商
4320,10787,2024-12-14 02:01:29,968.48,Apple Pay,CNY,4225,特权卡,游戏
4321,11687,2024-06-30 08:22:44,1396.64,微信支付,CNY,4769,座驾,直播
4322,11551,2024-08-25 02:29:21,9595.43,微信支付,CNY,5444,食品,电商
4323,10242,2025-01-29 00:22:01,627.19,微信支付,CNY,2110,皮肤,游戏
4324,12040,2024-05-29 21:01:43,863.57,银行卡,CNY,1947,装备,游戏
4325,11245,2024-10-03 03:15:46,702.52,支付宝,CNY,3794,贵族身份,直播
4326,10505,2025-03-10 00:04:28,1197.41,Apple Pay,CNY,1424,季度会员,会员
4327,12605,2024-03-29 20:28:01,477.8,Apple Pay,HKD,5873,年度会员,会员
4328,10491,2024-04-02 21:01:14,2526.36,银行卡,CNY,5940,贵族身份,直播
4329,11129,2024-05-11 10:06:09,1773.13,银行卡,CNY,9114,服装,电商
4330,11984,2024-07-08 09:21:47,1331.7,支付宝,CNY,3807,季度会员,会员
4331,12030,2025-03-02 09:09:41,389.71,云闪付,CNY,9424,弹幕特效,直播
4332,12660,2024-01-02 22:41:18,628.13,Apple Pay,CNY,3525,角色,游戏
4333,10298,2024-11-16 04:05:09,405.92,云闪付,CNY,5655,VIP会员,会员
4334,10083,2024-08-12 10:18:20,1893.53,微信支付,CNY,4423,超级会员,会员
4335,11006,2024-08-24 20:52:42,1420.21,银行卡,CNY,4966,年度会员,会员
4336,10023,2024-12-21 11:55:32,159.29,银行卡,CNY,5785,VIP会员,会员
4337,12308,2025-01-28 16:45:20,625.23,微信支付,CNY,1412,游戏点券,游戏
4338,12554,2025-01-02 13:04:23,4528.22,支付宝,CNY,3009,弹幕特效,直播
4339,11857,2024-09-28 10:23:33,1138.62,微信支付,CNY,8921,年度会员,会员
4340,11276,2025-03-29 12:09:47,7290.74,Apple Pay,CNY,3769,食品,电商
4341,12622,2025-04-15 12:29:27,8773.01,云闪付,CNY,9087,服装,电商
4342,10132,2024-11-06 12:02:16,122.13,Apple Pay,CNY,6547,装备,游戏
4343,10308,2024-10-30 06:55:59,3867.68,银行卡,CNY,1196,贵族身份,直播
4344,10438,2024-11-23 08:55:37,1277.65,云闪付,CNY,7502,月度会员,会员
4345,12280,2024-02-05 03:56:19,33039.86,Apple Pay,USD,7089,数码产品,电商
4346,12564,2023-10-05 12:33:46,3758.2,Apple Pay,CNY,4630,座驾,直播
4347,11183,2024-11-04 19:03:42,10126.87,微信支付,USD,5336,季度会员,会员
4348,12286,2025-02-18 23:11:45,6470.45,银行卡,CNY,7330,数码产品,电商
4349,12459,2023-12-07 05:08:38,47623.97,Apple Pay,USD,1714,服装,电商
4350,12549,2025-04-15 08:23:40,5075.77,Apple Pay,CNY,9111,服装,电商
4351,10901,2025-03-04 22:55:51,2022.73,云闪付,HKD,2329,服装,电商
4352,11479,2025-01-26 23:06:15,610.11,微信支付,CNY,1554,特权卡,游戏
4353,10250,2025-01-27 03:10:09,6948.17,云闪付,CNY,7303,食品,电商
4354,12146,2025-03-27 14:04:57,7959.87,Apple Pay,CNY,7099,服装,电商
4355,11682,2023-08-11 04:05:54,532.86,支付宝,CNY,7787,角色,游戏
4356,11586,2023-08-18 10:07:47,1760.71,支付宝,CNY,6239,年度会员,会员
4357,10281,2025-02-13 13:32:59,976.3,Apple Pay,CNY,3497,特权卡,游戏
4358,12328,2024-01-11 12:17:37,4008.7,银行卡,CNY,5724,主播贡献,直播
4359,11477,2025-04-13 09:12:36,1195.43,支付宝,CNY,2340,月度会员,会员
4360,10310,2023-11-12 08:36:36,1064.65,支付宝,CNY,8216,主播贡献,直播
4361,11931,2024-07-22 17:03:56,760.94,云闪付,CNY,6700,装备,游戏
4362,12226,2024-09-06 09:30:55,129.74,银行卡,CNY,1134,角色,游戏
4363,11969,2025-03-04 08:17:56,1228.08,银行卡,CNY,3778,月度会员,会员
4364,10678,2025-02-15 08:09:43,541.88,微信支付,CNY,8797,装备,游戏
4365,10280,2025-03-19 19:42:53,637.91,微信支付,CNY,5292,皮肤,游戏
4366,10646,2025-04-22 13:46:45,1115.42,云闪付,CNY,3673,月度会员,会员
4367,12659,2024-06-08 01:44:00,526.12,云闪付,CNY,3906,座驾,直播
4368,10675,2025-03-14 19:06:37,4457.03,微信支付,CNY,4521,食品,电商
4369,11200,2024-11-23 02:45:52,3248.84,银行卡,CNY,9492,弹幕特效,直播
4370,11097,2025-01-16 22:43:29,69.6,支付宝,CNY,4702,礼物,直播
4371,12399,2024-10-24 02:26:44,3136.18,微信支付,CNY,8314,主播贡献,直播
4372,12485,2025-04-16 18:05:23,618.52,银行卡,CNY,2288,游戏点券,游戏
4373,11104,2024-07-05 15:24:57,851.56,微信支付,CNY,7227,角色,游戏
4374,11086,2024-01-15 13:23:50,395.74,银行卡,CNY,9805,游戏点券,游戏
4375,11400,2024-11-02 03:15:00,583.47,云闪付,CNY,1714,游戏点券,游戏
4376,12279,2025-01-20 02:11:14,605.06,支付宝,CNY,3957,数码产品,电商
4377,12915,2025-03-22 23:52:53,43838.42,支付宝,USD,2622,日用品,电商
4378,10894,2024-09-28 04:17:26,7366.95,银行卡,CNY,7515,数码产品,电商
4379,11341,2024-04-26 21:11:39,523.74,Apple Pay,CNY,8371,特权卡,游戏
4380,10493,2025-03-08 09:53:54,7021.85,Apple Pay,CNY,2911,数码产品,电商
4381,10815,2024-05-18 21:38:45,11488.82,银行卡,USD,4425,贵族身份,直播
4382,12056,2024-12-02 23:57:48,4414.46,支付宝,HKD,9142,贵族身份,直播
4383,12206,2025-02-22 16:51:27,80.79,支付宝,CNY,2542,游戏点券,游戏
4384,11799,2025-02-19 14:31:40,2228.34,云闪付,CNY,2612,座驾,直播
4385,11258,2024-09-03 07:49:18,674.83,支付宝,CNY,3397,特权卡,游戏
4386,10112,2023-10-05 20:28:12,3688.14,银行卡,CNY,4329,礼物,直播
4387,12103,2024-11-20 12:30:42,1609.72,Apple Pay,CNY,1135,贵族身份,直播
4388,12911,2024-07-15 15:05:50,64.71,银行卡,CNY,2416,主播贡献,直播
4389,10946,2024-07-20 23:43:08,761.28,支付宝,HKD,6038,皮肤,游戏
4390,12585,2023-11-10 10:53:17,2888.51,微信支付,HKD,9059,座驾,直播
4391,12143,2024-12-17 21:36:41,3988.91,银行卡,CNY,9239,主播贡献,直播
4392,12823,2024-09-10 16:42:34,72.44,Apple Pay,CNY,5093,VIP会员,会员
4393,12957,2024-02-18 15:53:31,320.79,Apple Pay,CNY,8329,角色,游戏
4394,11085,2025-02-15 08:36:48,849.68,Apple Pay,CNY,6407,装备,游戏
4395,12444,2025-03-22 13:40:53,1472.4,Apple Pay,CNY,7664,超级会员,会员
4396,10779,2025-04-07 05:59:52,5832.12,Apple Pay,CNY,8855,食品,电商
4397,11200,2025-02-08 13:27:29,3026.36,支付宝,CNY,7897,日用品,电商
4398,10329,2024-08-18 07:52:21,5747.44,银行卡,CNY,7573,日用品,电商
4399,11019,2025-03-31 19:45:59,4037.89,微信支付,CNY,1000,贵族身份,直播
4400,10435,2024-08-17 20:08:50,181.13,云闪付,HKD,6583,超级会员,会员
4401,10478,2025-03-09 16:51:28,546.93,支付宝,CNY,1904,游戏点券,游戏
4402,10735,2024-06-02 01:29:21,2878.56,云闪付,HKD,2326,日用品,电商
4403,11030,2025-01-11 19:35:55,3366.96,Apple Pay,CNY,7022,礼物,直播
4404,10265,2025-02-10 17:42:45,3953.1,Apple Pay,CNY,4381,服装,电商
4405,12784,2024-09-06 12:38:25,327.86,云闪付,CNY,6893,特权卡,游戏
4406,10030,2025-02-12 09:54:22,162.53,云闪付,CNY,7426,装备,游戏
4407,12069,2025-02-11 10:11:31,199.66,银行卡,CNY,8412,装备,游戏
4408,12667,2024-04-19 14:22:27,32125.1,云闪付,USD,4913,座驾,直播
4409,11916,2025-01-17 22:52:43,11035.94,Apple Pay,USD,8031,礼物,直播
4410,10638,2025-02-21 23:51:18,2312.03,Apple Pay,CNY,6791,弹幕特效,直播
4411,11611,2025-01-23 05:29:24,1240.94,云闪付,CNY,2461,贵族身份,直播
4412,12218,2024-09-01 20:10:12,10745.14,Apple Pay,USD,7469,主播贡献,直播
4413,10813,2024-09-04 19:14:50,4486.33,云闪付,CNY,5471,日用品,电商
4414,11721,2024-11-15 10:42:55,1763.5,云闪付,USD,8740,皮肤,游戏
4415,12529,2023-11-04 22:40:06,9394.51,云闪付,CNY,2404,化妆品,电商
4416,11053,2024-04-05 22:29:17,3249.01,云闪付,CNY,8748,弹幕特效,直播
4417,11561,2024-01-09 02:33:24,76.33,支付宝,CNY,7283,游戏点券,游戏
4418,12058,2025-04-21 05:41:48,3148.61,支付宝,CNY,1542,座驾,直播
4419,12811,2025-03-30 08:15:56,4476.72,Apple Pay,CNY,8459,数码产品,电商
4420,12640,2023-10-22 23:00:44,43.52,支付宝,CNY,1556,年度会员,会员
4421,10269,2025-03-27 23:20:46,1840.77,Apple Pay,CNY,8307,座驾,直播
4422,11324,2025-03-31 02:24:15,62822.81,云闪付,USD,9462,食品,电商
4423,11514,2025-04-10 06:02:36,1223.54,云闪付,CNY,6232,季度会员,会员
4424,10454,2025-04-16 01:01:38,312.3,Apple Pay,CNY,1255,VIP会员,会员
4425,10848,2023-10-27 14:47:46,851.02,Apple Pay,CNY,1208,年度会员,会员
4426,10844,2024-07-10 02:13:42,2734.35,支付宝,CNY,3936,食品,电商
4427,12630,2025-03-23 02:42:47,1133.62,云闪付,CNY,9285,超级会员,会员
4428,12261,2025-02-26 10:40:11,702.17,银行卡,CNY,2865,皮肤,游戏
4429,10896,2024-11-05 04:49:16,326.04,银行卡,CNY,3160,月度会员,会员
4430,10979,2024-03-03 15:53:30,1201.84,云闪付,CNY,4798,VIP会员,会员
4431,11879,2024-05-14 12:24:48,1060.98,云闪付,CNY,7373,弹幕特效,直播
4432,12018,2025-03-02 15:03:19,7103.4,Apple Pay,CNY,4277,化妆品,电商
4433,11876,2024-08-30 04:00:15,2780.19,云闪付,CNY,7060,主播贡献,直播
4434,11087,2024-05-15 23:55:16,256.61,银行卡,CNY,2180,游戏点券,游戏
4435,11557,2025-01-08 18:56:51,897.27,云闪付,CNY,4070,VIP会员,会员
4436,10375,2025-04-17 03:27:49,25.21,Apple Pay,CNY,2415,装备,游戏
4437,10396,2025-01-17 07:49:09,2171.89,云闪付,CNY,1513,数码产品,电商
4438,12893,2024-05-15 21:59:20,7922.92,微信支付,CNY,7938,数码产品,电商
4439,11441,2023-11-10 12:56:43,85.61,Apple Pay,CNY,3921,游戏点券,游戏
4440,12922,2023-09-17 19:57:33,1092.54,银行卡,CNY,1987,年度会员,会员
4441,11979,2025-04-09 11:16:53,18019.44,支付宝,USD,6486,弹幕特效,直播
4442,10603,2024-12-11 09:01:24,4850.28,支付宝,CNY,5894,弹幕特效,直播
4443,10656,2024-10-13 19:31:35,307.57,支付宝,CNY,7058,年度会员,会员
4444,11938,2025-02-18 18:52:49,1767.51,银行卡,CNY,1055,座驾,直播
4445,12396,2025-04-14 14:10:50,2585.4,支付宝,CNY,9861,座驾,直播
4446,10450,2024-05-12 02:34:28,741.87,云闪付,CNY,3707,游戏点券,游戏
4447,11239,2025-04-01 12:45:06,593.87,云闪付,CNY,7976,皮肤,游戏
4448,12185,2024-02-11 01:01:59,4881.02,银行卡,USD,5883,超级会员,会员
4449,11515,2025-03-01 04:21:32,1062.48,支付宝,CNY,9204,月度会员,会员
4450,12249,2024-05-09 22:02:00,1197.07,微信支付,USD,5906,化妆品,电商
4451,10975,2024-10-08 09:26:01,956.93,银行卡,CNY,5999,皮肤,游戏
4452,12561,2025-03-19 17:06:06,679.48,支付宝,CNY,9825,超级会员,会员
4453,12143,2025-01-22 08:42:28,1704.81,支付宝,CNY,6264,年度会员,会员
4454,10691,2024-08-08 21:22:26,864.52,微信支付,CNY,8861,特权卡,游戏
4455,11247,2024-08-30 23:46:04,234.52,支付宝,CNY,6950,年度会员,会员
4456,11590,2024-12-28 02:17:43,7962.94,微信支付,CNY,9348,化妆品,电商
4457,12645,2024-02-13 16:16:50,2849.69,支付宝,USD,5339,贵族身份,直播
4458,11334,2025-01-17 08:31:40,376.04,云闪付,CNY,8390,角色,游戏
4459,11797,2025-04-10 12:22:18,1808.28,银行卡,USD,9104,特权卡,游戏
4460,12089,2024-12-03 02:36:32,7430.5,银行卡,CNY,6833,服装,电商
4461,12454,2024-12-20 23:15:57,2174.75,微信支付,CNY,4178,数码产品,电商
4462,12906,2025-01-27 08:50:44,1984.18,微信支付,CNY,4471,化妆品,电商
4463,11227,2025-04-07 05:42:40,15.14,支付宝,CNY,3073,角色,游戏
4464,10251,2025-04-06 01:57:20,1677.66,云闪付,HKD,3031,年度会员,会员
4465,10733,2024-11-10 17:24:50,2447.41,支付宝,CNY,3804,化妆品,电商
4466,12898,2025-02-05 17:50:53,8095.52,云闪付,CNY,6659,数码产品,电商
4467,11065,2025-02-16 00:14:56,700.84,支付宝,CNY,7006,特权卡,游戏
4468,10926,2024-03-03 22:47:24,1441.75,支付宝,CNY,3344,VIP会员,会员
4469,11191,2025-01-26 21:05:29,4788.78,银行卡,CNY,3314,座驾,直播
4470,10950,2025-01-16 00:07:10,4192.47,银行卡,CNY,5864,座驾,直播
4471,10994,2024-01-15 23:05:14,975.64,银行卡,CNY,5617,年度会员,会员
4472,10143,2024-07-03 09:12:59,825.65,支付宝,CNY,1929,特权卡,游戏
4473,11068,2025-04-07 18:10:38,1962.36,银行卡,CNY,7469,年度会员,会员
4474,11509,2024-10-26 15:23:03,182.31,支付宝,CNY,6650,角色,游戏
4475,10190,2025-04-14 22:30:48,9233.34,云闪付,CNY,9307,食品,电商
4476,12454,2025-03-27 13:32:25,188.83,银行卡,CNY,3924,特权卡,游戏
4477,10779,2025-02-12 14:43:53,2226.02,支付宝,USD,4985,季度会员,会员
4478,10637,2024-11-11 19:55:08,8922.19,支付宝,CNY,4962,数码产品,电商
4479,10819,2024-11-17 22:45:19,3110.61,支付宝,CNY,7632,主播贡献,直播
4480,11171,2025-04-15 15:55:57,7544.38,微信支付,USD,1873,座驾,直播
4481,12216,2025-02-12 00:54:11,16.36,微信支付,CNY,5416,月度会员,会员
4482,11179,2023-07-08 02:03:29,671.66,微信支付,CNY,8971,特权卡,游戏
4483,12294,2024-10-31 09:40:22,279.55,微信支付,CNY,6843,弹幕特效,直播
4484,10183,2024-10-03 00:00:19,1888.43,云闪付,CNY,6562,数码产品,电商
4485,11604,2024-03-25 00:28:15,8474.2,银行卡,CNY,6814,化妆品,电商
4486,10326,2024-10-24 09:13:17,2842.35,支付宝,CNY,2848,服装,电商
4487,10536,2024-08-15 10:42:53,1329.84,银行卡,USD,3650,月度会员,会员
4488,11998,2025-04-13 04:48:19,6313.75,支付宝,USD,7266,皮肤,游戏
4489,10110,2023-12-01 04:13:34,911.45,云闪付,HKD,1874,游戏点券,游戏
4490,11209,2024-06-25 13:08:44,4937.18,云闪付,CNY,1131,贵族身份,直播
4491,10350,2024-07-23 09:25:12,88.58,Apple Pay,CNY,1789,角色,游戏
4492,12552,2025-01-28 00:10:51,2357.18,云闪付,CNY,7190,贵族身份,直播
4493,11466,2024-10-17 13:18:06,500.83,银行卡,CNY,5158,角色,游戏
4494,10908,2025-04-05 14:58:36,4686.71,Apple Pay,CNY,9696,主播贡献,直播
4495,11895,2024-08-14 13:28:05,449.73,云闪付,CNY,4308,超级会员,会员
4496,12682,2025-04-21 07:51:12,23431.25,云闪付,USD,7315,化妆品,电商
4497,11634,2025-01-15 17:53:33,8500.27,Apple Pay,CNY,5211,服装,电商
4498,10980,2024-08-01 09:05:04,1886.62,微信支付,CNY,3719,弹幕特效,直播
4499,12553,2025-03-18 05:33:07,41.25,支付宝,CNY,9609,VIP会员,会员
4500,10923,2024-08-24 04:56:59,675.71,云闪付,CNY,5018,季度会员,会员
4501,11866,2023-11-29 18:18:40,9434.44,支付宝,CNY,1145,服装,电商
4502,10404,2024-03-18 08:27:24,410.96,Apple Pay,CNY,5147,弹幕特效,直播
4503,12961,2025-04-05 21:20:40,200.83,银行卡,CNY,6576,主播贡献,直播
4504,11213,2023-09-14 02:34:59,798.99,Apple Pay,CNY,2270,装备,游戏
4505,11116,2024-12-26 22:39:56,341.79,Apple Pay,CNY,6848,年度会员,会员
4506,10368,2024-12-25 15:22:38,1939.45,支付宝,CNY,7996,年度会员,会员
4507,11100,2024-12-23 09:02:41,4201.85,支付宝,USD,3129,皮肤,游戏
4508,10532,2024-05-23 18:59:37,33682.03,银行卡,USD,5133,数码产品,电商
4509,11422,2024-09-24 02:11:25,1041.44,微信支付,CNY,8764,VIP会员,会员
4510,11809,2024-11-25 23:43:44,34569.72,银行卡,USD,9359,弹幕特效,直播
4511,11823,2024-11-09 23:33:06,681.63,云闪付,CNY,8121,年度会员,会员
4512,10557,2024-10-21 20:36:03,4584.69,Apple Pay,CNY,9234,贵族身份,直播
4513,10142,2025-03-15 09:20:22,4584.61,支付宝,CNY,3206,礼物,直播
4514,12423,2025-02-23 23:22:31,1890.43,Apple Pay,CNY,5435,礼物,直播
4515,12781,2024-05-06 22:14:10,5.47,银行卡,CNY,2883,主播贡献,直播
4516,12217,2024-09-10 00:11:37,58806.43,支付宝,USD,7187,服装,电商
4517,11974,2024-11-28 11:07:04,1042.27,微信支付,CNY,1374,弹幕特效,直播
4518,11926,2025-03-29 16:14:46,1297.71,云闪付,CNY,3372,礼物,直播
4519,12631,2025-01-16 07:19:48,9224.35,云闪付,CNY,6732,日用品,电商
4520,10918,2024-04-04 21:18:43,80.73,微信支付,CNY,6304,角色,游戏
4521,10578,2025-03-01 04:29:51,9622.62,云闪付,CNY,4853,食品,电商
4522,11030,2023-08-24 03:46:59,1244.02,Apple Pay,CNY,4745,VIP会员,会员
4523,12893,2024-07-06 00:35:20,741.08,Apple Pay,CNY,6391,贵族身份,直播
4524,10131,2024-08-12 14:26:49,4494.98,微信支付,CNY,2744,主播贡献,直播
4525,11703,2024-03-22 20:11:04,1561.18,云闪付,CNY,5238,月度会员,会员
4526,11917,2025-02-03 15:57:06,7664.79,支付宝,CNY,3227,食品,电商
4527,10765,2024-08-15 00:00:36,676.55,支付宝,CNY,4427,特权卡,游戏
4528,12924,2023-09-12 15:20:05,5938.09,银行卡,CNY,5521,服装,电商
4529,11967,2025-02-08 23:34:36,5292.89,银行卡,CNY,9274,化妆品,电商
4530,10701,2023-11-18 22:27:48,39.14,微信支付,HKD,8990,超级会员,会员
4531,11378,2024-05-04 23:19:27,214.68,银行卡,CNY,4353,座驾,直播
4532,11611,2024-09-06 01:49:05,588.42,微信支付,CNY,2023,服装,电商
4533,10646,2025-04-21 06:13:15,241.48,支付宝,CNY,5791,皮肤,游戏
4534,10612,2024-05-22 23:36:13,1913.4,Apple Pay,CNY,8701,月度会员,会员
4535,10068,2025-04-17 00:13:37,3659.47,云闪付,CNY,7958,贵族身份,直播
4536,11429,2024-02-15 14:16:30,1605.29,Apple Pay,CNY,6993,VIP会员,会员
4537,10957,2024-08-07 00:44:12,9324.17,支付宝,CNY,6420,食品,电商
4538,12401,2024-02-23 03:51:20,17951.33,Apple Pay,USD,4948,化妆品,电商
4539,11455,2025-03-06 17:52:00,3774.99,支付宝,CNY,5541,主播贡献,直播
4540,11133,2025-04-17 07:02:06,777.63,银行卡,CNY,4621,角色,游戏
4541,10813,2023-11-05 19:54:03,1541.64,Apple Pay,CNY,4298,主播贡献,直播
4542,12659,2025-02-14 02:11:27,1074.12,银行卡,CNY,5867,月度会员,会员
4543,12047,2025-04-08 23:02:37,120.63,微信支付,CNY,9915,服装,电商
4544,11450,2025-03-17 14:54:52,260.81,支付宝,CNY,5098,角色,游戏
4545,11237,2024-02-07 10:53:38,844.34,微信支付,CNY,1424,季度会员,会员
4546,12955,2024-11-24 13:56:59,4754.53,银行卡,CNY,2377,化妆品,电商
4547,12513,2023-12-09 00:10:26,4750.66,微信支付,CNY,3307,弹幕特效,直播
4548,11675,2024-05-17 09:37:51,9271.15,微信支付,USD,3290,年度会员,会员
4549,10504,2025-03-02 20:07:26,20707.06,银行卡,USD,6527,礼物,直播
4550,10411,2025-01-28 21:02:36,2477.43,银行卡,CNY,9185,座驾,直播
4551,11934,2023-11-21 01:38:27,5388.75,微信支付,CNY,2231,化妆品,电商
4552,11832,2025-04-19 15:15:50,878.45,支付宝,CNY,3321,礼物,直播
4553,12840,2025-02-13 20:56:55,1198.62,微信支付,CNY,8997,年度会员,会员
4554,10846,2024-12-21 02:41:59,1131.71,微信支付,CNY,9620,季度会员,会员
4555,10006,2024-11-12 22:59:10,8067.53,支付宝,USD,3951,超级会员,会员
4556,12068,2025-01-14 11:12:02,801.24,银行卡,CNY,5932,装备,游戏
4557,11683,2024-11-24 12:13:29,4270.61,银行卡,HKD,8539,弹幕特效,直播
4558,10907,2025-01-13 16:32:28,2529.31,云闪付,HKD,4391,弹幕特效,直播
4559,11481,2023-12-24 09:27:46,7269.65,微信支付,CNY,1779,食品,电商
4560,10413,2024-06-25 22:54:36,7745.36,Apple Pay,CNY,7765,食品,电商
4561,12449,2025-04-02 07:40:51,225.87,银行卡,CNY,5051,装备,游戏
4562,12631,2025-01-25 01:58:11,645.53,微信支付,CNY,3027,游戏点券,游戏
4563,12672,2024-11-28 00:51:59,323.89,微信支付,CNY,1640,装备,游戏
4564,10225,2024-06-15 11:09:32,1526.03,云闪付,CNY,5901,VIP会员,会员
4565,11514,2025-03-23 14:30:15,550.3,云闪付,CNY,1392,贵族身份,直播
4566,11137,2024-09-17 16:46:59,1319.11,银行卡,CNY,5226,座驾,直播
4567,12813,2025-04-10 02:56:23,281.3,Apple Pay,CNY,5537,VIP会员,会员
4568,11635,2025-01-22 16:17:21,1340.63,云闪付,CNY,6057,季度会员,会员
4569,10836,2025-02-03 01:30:38,426.67,银行卡,USD,8919,弹幕特效,直播
4570,10977,2023-11-10 19:06:43,760.3,微信支付,HKD,5923,服装,电商
4571,12789,2025-04-08 02:00:00,1857.88,银行卡,CNY,4927,超级会员,会员
4572,11252,2025-01-28 12:46:23,297.33,支付宝,CNY,2194,角色,游戏
4573,10674,2024-06-02 20:01:16,604.63,Apple Pay,CNY,4567,季度会员,会员
4574,11000,2025-03-23 22:09:25,27.64,银行卡,CNY,8579,月度会员,会员
4575,10232,2024-10-28 19:35:04,82.5,云闪付,CNY,8320,特权卡,游戏
4576,11464,2024-11-03 05:08:45,914.56,云闪付,CNY,4624,皮肤,游戏
4577,10291,2025-04-10 00:47:36,98.57,支付宝,CNY,6066,超级会员,会员
4578,12527,2024-03-18 02:15:32,349.96,微信支付,CNY,9313,游戏点券,游戏
4579,11802,2025-04-17 07:07:00,1903.47,支付宝,CNY,3008,主播贡献,直播
4580,10807,2024-09-05 13:12:01,225.05,Apple Pay,CNY,2081,季度会员,会员
4581,12510,2024-05-26 22:58:20,4281.71,微信支付,CNY,8714,主播贡献,直播
4582,11198,2024-05-22 05:35:16,4756.59,云闪付,CNY,1452,服装,电商
4583,12836,2025-01-02 03:14:23,158.71,支付宝,CNY,7597,游戏点券,游戏
4584,12994,2025-02-09 15:14:50,877.78,云闪付,CNY,3450,特权卡,游戏
4585,11986,2024-12-19 17:31:21,13218.91,银行卡,USD,8347,超级会员,会员
4586,12406,2024-01-14 02:32:21,4946.3,支付宝,CNY,8536,弹幕特效,直播
4587,11438,2025-03-06 11:47:32,1982.15,Apple Pay,CNY,4957,月度会员,会员
4588,10648,2024-08-19 19:13:45,769.29,支付宝,CNY,9399,特权卡,游戏
4589,12627,2023-07-21 04:28:27,5095.08,云闪付,USD,9044,特权卡,游戏
4590,11797,2025-03-19 22:47:37,1274.99,云闪付,CNY,5017,贵族身份,直播
4591,11088,2025-03-13 22:41:01,32.72,支付宝,CNY,4499,超级会员,会员
4592,10874,2025-02-08 09:51:11,8987.57,支付宝,CNY,5040,数码产品,电商
4593,10540,2025-01-11 14:26:45,3326.98,云闪付,CNY,4413,主播贡献,直播
4594,10581,2024-10-26 21:27:26,823.28,云闪付,CNY,4655,超级会员,会员
4595,10550,2024-09-10 06:16:54,3774.76,微信支付,CNY,2022,主播贡献,直播
4596,12695,2024-06-08 01:42:37,4286.12,银行卡,CNY,6546,礼物,直播
4597,12048,2024-05-01 14:29:55,1433.0,云闪付,CNY,7199,VIP会员,会员
4598,11475,2024-01-21 12:36:37,1537.51,微信支付,CNY,7891,季度会员,会员
4599,11550,2024-04-08 12:02:08,5810.77,银行卡,CNY,3911,日用品,电商
4600,11144,2024-11-14 14:10:58,1959.3,银行卡,CNY,8557,月度会员,会员
4601,11605,2025-02-05 13:50:15,2089.72,微信支付,HKD,6713,座驾,直播
4602,10973,2025-04-14 08:20:02,2485.7,银行卡,CNY,2903,主播贡献,直播
4603,12542,2025-03-17 07:19:15,23.31,云闪付,CNY,1953,弹幕特效,直播
4604,12207,2025-04-05 15:20:25,623.95,微信支付,CNY,9683,弹幕特效,直播
4605,12653,2025-01-14 17:58:38,154.46,Apple Pay,CNY,3271,游戏点券,游戏
4606,11300,2023-12-25 16:58:02,4270.34,支付宝,CNY,7279,主播贡献,直播
4607,10436,2025-04-22 05:43:43,86.03,云闪付,CNY,3699,服装,电商
4608,12469,2024-06-24 11:35:11,9691.81,支付宝,CNY,9378,数码产品,电商
4609,11932,2024-08-23 04:08:02,7904.45,云闪付,USD,9406,月度会员,会员
