progress_id,user_id,level,experience,game_coins,diamonds,update_time,total_play_time
447,10446,33,15168,311062,435,2025-04-22 23:27:17,29538
448,10447,33,6221,176025,218,2025-04-23 05:21:17,17489
449,10448,39,41077,374256,986,2025-04-23 07:14:17,31529
450,10449,40,35575,446448,1008,2025-04-22 15:18:17,39754
451,10450,29,11208,236890,230,2025-04-23 10:06:17,22675
452,10451,12,942,34741,44,2025-04-23 14:00:17,2358
453,10452,25,10256,132948,480,2025-04-23 08:04:17,9772
454,10453,40,44027,588714,1251,2025-04-22 16:45:17,48550
455,10454,6,489,17169,11,2025-04-22 14:47:17,1184
456,10455,46,8151,638957,6257,2025-04-23 11:33:17,53255
457,10456,32,18425,208916,1548,2025-04-23 06:34:17,18204
458,10457,24,3573,159155,143,2025-04-23 06:28:17,11370
459,10458,1,-350,350,0,2025-04-22 18:57:17,-70
460,10459,45,12232,1014075,2282,2025-04-23 08:45:17,91252
461,10460,37,4738,308070,2117,2025-04-23 13:43:17,33366
462,10461,2,818,3672,0,2025-04-22 18:42:17,202
463,10462,38,28035,492185,532,2025-04-23 01:37:17,48870
464,10463,47,23441,1043688,5919,2025-04-22 14:24:17,99366
465,10464,23,7671,143457,482,2025-04-22 20:48:17,10763
466,10465,17,1422,62255,54,2025-04-23 02:08:17,4540
467,10466,32,3597,230829,217,2025-04-22 23:31:17,20362
468,10467,33,21596,195142,167,2025-04-22 16:40:17,17338
469,10468,33,960,379196,262,2025-04-23 12:39:17,31728
470,10469,28,13583,177114,682,2025-04-22 15:05:17,14668
471,10470,29,10283,304930,319,2025-04-23 02:43:17,31560
472,10471,28,10038,296639,328,2025-04-23 08:26:17,28627
473,10472,40,12666,818015,1597,2025-04-22 20:57:17,64877
474,10473,29,5584,144639,95,2025-04-23 12:00:17,11777
475,10474,14,2680,37669,27,2025-04-22 22:25:17,2955
476,10475,30,7476,166267,139,2025-04-23 11:28:17,14238
477,10476,41,27036,1064313,5085,2025-04-23 13:34:17,85628
478,10477,26,11091,189673,358,2025-04-23 10:40:17,17023
479,10478,16,4236,101279,70,2025-04-22 17:17:17,7816
480,10479,22,2859,112062,153,2025-04-22 19:12:17,9144
481,10480,11,1563,25627,20,2025-04-22 17:50:17,1266
482,10481,35,26466,302341,597,2025-04-23 05:35:17,22798
483,10482,28,3991,211099,329,2025-04-22 19:46:17,17136
484,10483,21,4265,70847,146,2025-04-22 14:30:17,4797
485,10484,23,8533,87140,106,2025-04-22 18:39:17,7906
486,10485,15,2561,70102,102,2025-04-22 15:24:17,5538
487,10486,9,291,17498,7,2025-04-23 08:36:17,912
488,10487,47,42857,884281,974,2025-04-23 00:41:17,91371
489,10488,45,71906,690899,4528,2025-04-23 07:27:17,71790
490,10489,40,44131,448969,346,2025-04-22 18:39:17,34686
491,10490,44,680,545276,1027,2025-04-23 06:15:17,43480
492,10491,36,17648,565986,1677,2025-04-22 17:27:17,45094
493,10492,45,7616,621864,1875,2025-04-23 07:47:17,48360
494,10493,22,7587,87873,69,2025-04-22 15:21:17,7788
495,10494,33,18582,364148,916,2025-04-22 18:08:17,39953
496,10495,11,1221,36424,29,2025-04-23 12:31:17,2664
497,10496,29,11642,177593,227,2025-04-23 08:33:17,14469
498,10497,44,35278,495357,1278,2025-04-22 15:57:17,49057
499,10498,35,16808,595970,514,2025-04-22 17:00:17,47786
500,10499,34,2365,522575,2477,2025-04-23 09:21:17,41121
501,10500,29,4537,144484,466,2025-04-23 03:56:17,10861
502,10501,45,67532,825560,3998,2025-04-23 04:39:17,65443
503,10502,28,4985,126153,183,2025-04-22 17:55:17,9863
504,10503,31,4551,212556,237,2025-04-23 07:28:17,18538
505,10504,26,1072,138721,315,2025-04-23 10:40:17,9922
506,10505,26,6128,173168,642,2025-04-23 12:59:17,16314
507,10506,20,882,83129,230,2025-04-23 06:43:17,7131
508,10507,39,35983,620051,2076,2025-04-22 21:03:17,54539
509,10508,43,28112,728889,4634,2025-04-22 22:52:17,77424
510,10509,20,1794,62697,84,2025-04-23 05:46:17,3864
511,10510,41,37518,715294,2294,2025-04-22 14:49:17,58250
512,10511,41,16620,485384,513,2025-04-23 10:52:17,41946
513,10512,47,56483,991605,9357,2025-04-22 17:14:17,115917
514,10513,38,29070,774624,4559,2025-04-23 11:49:17,78399
515,10514,9,1383,21984,26,2025-04-23 07:01:17,1260
516,10515,39,8145,774900,787,2025-04-22 14:45:17,68079
517,10516,28,10013,276458,363,2025-04-22 14:58:17,28622
518,10517,47,13755,1178933,6546,2025-04-22 22:14:17,110576
519,10518,43,13100,415653,3030,2025-04-22 20:45:17,40292
520,10519,33,21168,200121,1737,2025-04-23 09:11:17,20192
521,10520,47,86035,1266526,10680,2025-04-23 09:47:17,119611
522,10521,25,1704,210358,262,2025-04-22 19:40:17,19788
523,10522,42,46911,473177,3058,2025-04-23 11:23:17,48619
524,10523,21,5843,70925,79,2025-04-22 19:59:17,5728
525,10524,37,4438,481416,386,2025-04-23 08:50:17,37040
526,10525,8,1156,17697,187,2025-04-22 23:52:17,1149
527,10526,16,2616,102437,95,2025-04-22 17:00:17,7492
528,10527,28,12013,113446,298,2025-04-22 19:52:17,10365
529,10528,29,15673,386634,338,2025-04-22 17:43:17,32638
530,10529,18,2533,61626,75,2025-04-22 19:15:17,4275
531,10530,26,3815,258627,939,2025-04-22 16:18:17,22377
532,10531,39,24721,456432,478,2025-04-22 14:56:17,42505
533,10532,52,113196,872756,4159,2025-04-23 04:53:17,101500
534,10533,34,3887,214012,161,2025-04-23 13:44:17,19096
535,10534,35,19316,413163,1447,2025-04-23 01:51:17,32136
536,10535,28,11573,266523,310,2025-04-22 19:35:17,28934
537,10536,30,12012,153160,139,2025-04-23 06:28:17,12528
538,10537,11,2403,38180,49,2025-04-22 17:50:17,3305
539,10538,38,32703,341603,854,2025-04-22 15:59:17,32969
540,10539,36,22070,399713,1438,2025-04-22 22:14:17,40010
541,10540,41,12396,379746,913,2025-04-22 15:52:17,41594
542,10541,21,5339,105570,66,2025-04-23 11:10:17,8529
543,10542,20,504,119814,148,2025-04-23 09:48:17,9445
544,10543,20,6474,147659,779,2025-04-23 09:42:17,12528
545,10544,35,2396,231206,276,2025-04-22 17:37:17,22692
546,10545,41,11516,753932,6658,2025-04-22 14:36:17,62281
547,10546,50,26520,775191,2918,2025-04-22 21:05:17,79287
548,10547,27,9757,323574,242,2025-04-23 00:16:17,25949
549,10548,37,28148,326103,935,2025-04-23 11:35:17,25505
550,10549,30,6550,375211,361,2025-04-22 20:21:17,33986
551,10550,30,15480,200271,159,2025-04-22 18:33:17,14905
552,10551,29,10137,233053,1341,2025-04-22 20:48:17,22522
553,10552,33,14409,178653,782,2025-04-23 05:05:17,15703
554,10553,33,8764,266410,264,2025-04-22 20:19:17,20900
555,10554,23,7661,173967,205,2025-04-22 14:20:17,14349
556,10555,43,10865,442057,2627,2025-04-23 03:53:17,40143
557,10556,36,9994,485471,544,2025-04-23 07:49:17,51334
558,10557,27,8920,118067,49,2025-04-23 13:32:17,9916
559,10558,13,2154,35196,29,2025-04-22 21:18:17,2131
560,10559,36,24845,294965,346,2025-04-23 09:02:17,24835
561,10560,38,10548,442635,381,2025-04-22 19:38:17,41497
562,10561,28,7745,125879,121,2025-04-23 02:34:17,10834
563,10562,28,4234,188257,660,2025-04-23 13:51:17,15259
564,10563,27,1967,283192,259,2025-04-22 21:26:17,24391
565,10564,37,23261,350670,306,2025-04-23 00:00:17,27091
566,10565,29,1859,276909,257,2025-04-22 16:34:17,24896
567,10566,24,507,114873,107,2025-04-23 10:09:17,9766
568,10567,10,856,24949,26,2025-04-23 06:18:17,1569
569,10568,33,13209,515391,635,2025-04-23 05:36:17,46869
570,10569,39,32361,454696,952,2025-04-23 01:09:17,43269
571,10570,46,70277,655008,1561,2025-04-22 21:37:17,66227
572,10571,32,13001,357865,317,2025-04-23 09:04:17,30432
573,10572,42,9825,868628,3310,2025-04-23 11:54:17,91057
574,10573,45,48646,685148,6714,2025-04-23 06:19:17,54745
575,10574,26,1760,95338,70,2025-04-23 11:25:17,7322
576,10575,29,9475,210839,251,2025-04-23 13:00:17,19624
577,10576,50,93860,887854,2234,2025-04-22 21:59:17,96665
578,10577,26,2140,213431,230,2025-04-22 23:00:17,22042
579,10578,22,3495,71645,171,2025-04-23 04:01:17,5676
580,10579,47,27427,1134456,2917,2025-04-22 18:29:17,112285
581,10580,34,11887,321865,392,2025-04-23 07:13:17,32031
582,10581,46,3486,620846,6201,2025-04-22 21:13:17,52944
583,10582,44,36405,1024005,3964,2025-04-22 20:32:17,98275
584,10583,43,28604,544957,2129,2025-04-23 10:40:17,51657
585,10584,40,9047,789583,3746,2025-04-22 21:57:17,64360
586,10585,36,4650,545258,2464,2025-04-22 18:30:17,60532
587,10586,26,7964,246090,521,2025-04-23 11:42:17,19339
588,10587,25,7972,158510,1174,2025-04-23 09:15:17,13151
589,10588,49,74503,888576,3049,2025-04-22 22:17:17,80755
590,10589,33,15997,217935,753,2025-04-23 09:33:17,18241
591,10590,32,20197,485324,456,2025-04-22 22:31:17,44044
592,10591,23,380,139683,176,2025-04-23 00:52:17,11259
593,10592,43,192,485958,944,2025-04-23 05:41:17,42248
594,10593,20,642,71340,76,2025-04-23 07:35:17,6312
595,10594,40,29455,450799,432,2025-04-23 12:09:17,39244
596,10595,42,36828,459021,413,2025-04-22 17:22:17,38223
597,10596,45,31406,580108,1170,2025-04-23 00:53:17,49946
598,10597,34,9559,274593,277,2025-04-22 16:46:17,25392
599,10598,4,461,11531,14,2025-04-23 13:04:17,667
600,10599,46,39396,586738,614,2025-04-22 20:25:17,55338
601,10600,15,4017,39866,236,2025-04-22 17:31:17,2668
602,10601,28,12172,164754,229,2025-04-22 20:33:17,16141
603,10602,41,45876,668163,4091,2025-04-23 08:06:17,66576
604,10603,20,5664,137893,129,2025-04-23 03:00:17,10305
605,10604,37,5454,268522,279,2025-04-23 05:38:17,23884
606,10605,40,28339,398632,432,2025-04-22 19:40:17,39151
607,10606,43,2885,555801,1137,2025-04-22 20:03:17,45705
608,10607,46,42048,944794,991,2025-04-23 12:18:17,75702
609,10608,43,50960,479864,473,2025-04-22 14:26:17,42816
610,10609,21,1487,71435,235,2025-04-22 19:53:17,5365
611,10610,37,13398,434629,720,2025-04-23 06:03:17,34232
612,10611,18,1333,108216,86,2025-04-23 10:15:17,9165
613,10612,41,47186,390821,605,2025-04-23 06:29:17,38137
614,10613,38,28872,485746,603,2025-04-23 06:56:17,43533
615,10614,41,16434,779706,1989,2025-04-23 11:09:17,83861
616,10615,28,1141,143732,127,2025-04-23 09:54:17,10326
617,10616,26,7700,219348,635,2025-04-23 01:01:17,23154
618,10617,34,14579,344228,1034,2025-04-23 08:42:17,25894
619,10618,31,14045,387972,364,2025-04-22 19:37:17,32479
620,10619,21,6659,67450,135,2025-04-22 23:27:17,4968
621,10620,34,20179,535553,3022,2025-04-23 03:34:17,52908
622,10621,43,56333,859877,899,2025-04-22 15:58:17,71957
623,10622,29,3093,371194,395,2025-04-23 02:03:17,30122
624,10623,19,3475,60681,57,2025-04-23 06:10:17,4866
625,10624,42,39078,661468,2619,2025-04-23 03:40:17,63955
626,10625,35,18659,295031,724,2025-04-23 13:54:17,32063
627,10626,35,18242,457411,1832,2025-04-23 04:25:17,48025
628,10627,39,40506,343136,1253,2025-04-22 21:09:17,29389
629,10628,46,52700,532545,1465,2025-04-23 08:41:17,60241
630,10629,38,9135,268611,294,2025-04-23 05:03:17,24804
631,10630,41,31912,360785,4779,2025-04-23 10:29:17,37046
632,10631,14,3180,76235,527,2025-04-22 18:36:17,6010
633,10632,37,21582,331959,442,2025-04-23 06:45:17,31864
634,10633,43,58886,714056,3438,2025-04-22 20:07:17,59106
635,10634,16,2871,96937,341,2025-04-22 20:27:17,7543
636,10635,51,102930,883556,5425,2025-04-23 06:56:17,92207
637,10636,41,21650,351227,4157,2025-04-23 12:43:17,36313
638,10637,40,18355,352544,403,2025-04-22 20:29:17,38319
639,10638,34,7279,183571,965,2025-04-23 03:28:17,16776
640,10639,29,203,179616,400,2025-04-23 05:13:17,14772
641,10640,34,24475,264535,812,2025-04-23 01:31:17,22403
642,10641,28,1697,146818,158,2025-04-23 11:58:17,12254
643,10642,38,2153,250004,259,2025-04-23 02:13:17,26077
644,10643,42,10008,333622,456,2025-04-22 15:52:17,36435
645,10644,30,12029,151063,160,2025-04-23 11:08:17,13493
646,10645,34,22779,572964,1149,2025-04-22 19:10:17,53428
647,10646,10,1270,22070,76,2025-04-23 02:31:17,1342
648,10647,29,7151,261412,636,2025-04-23 08:11:17,25778
649,10648,42,16107,848086,845,2025-04-22 22:37:17,69078
650,10649,3,1136,5426,14,2025-04-23 04:13:17,239
651,10650,35,14332,312452,307,2025-04-22 15:57:17,25840
652,10651,39,17417,278099,336,2025-04-23 10:56:17,29839
653,10652,41,14660,786016,3669,2025-04-23 06:32:17,62674
654,10653,25,10062,177854,811,2025-04-22 18:53:17,17883
655,10654,27,11852,201449,1059,2025-04-23 01:03:17,16480
656,10655,39,4181,445675,2643,2025-04-22 22:30:17,40451
657,10656,33,13728,376382,1383,2025-04-22 16:07:17,33552
658,10657,39,15663,792237,1419,2025-04-23 00:54:17,69332
659,10658,39,33023,688319,640,2025-04-22 20:12:17,54169
660,10659,18,2056,74552,196,2025-04-22 16:16:17,5172
661,10660,6,1183,15905,0,2025-04-22 19:09:17,1114
662,10661,32,19542,492415,2969,2025-04-22 15:32:17,43913
663,10662,41,7828,538573,611,2025-04-23 08:03:17,44960
664,10663,38,19468,416859,940,2025-04-22 16:41:17,34763
665,10664,31,6056,177587,258,2025-04-23 09:00:17,12459
666,10665,53,113668,1109923,8115,2025-04-23 03:37:17,128078
667,10666,39,3177,521694,1155,2025-04-23 12:12:17,44834
668,10667,42,21373,590716,1333,2025-04-23 00:53:17,55789
669,10668,9,1498,32209,47,2025-04-23 12:51:17,2795
670,10669,19,889,54978,25,2025-04-23 02:46:17,3396
671,10670,31,14976,382707,491,2025-04-23 07:50:17,39161
672,10671,42,7227,607860,1547,2025-04-23 02:28:17,60416
673,10672,26,11798,123025,382,2025-04-23 03:14:17,8562
674,10673,26,110,143571,155,2025-04-23 10:57:17,12020
675,10674,47,52111,775989,816,2025-04-22 19:13:17,65926
676,10675,19,5269,86944,242,2025-04-23 12:58:17,6915
677,10676,27,12276,281573,535,2025-04-23 05:12:17,22044
678,10677,39,26944,458628,1420,2025-04-23 04:59:17,38843
679,10678,25,7661,115913,115,2025-04-23 00:47:17,8069
680,10679,26,4925,294783,185,2025-04-23 09:32:17,22599
681,10680,8,442,27382,162,2025-04-23 09:43:17,1796
682,10681,22,7467,91227,98,2025-04-23 07:02:17,8640
683,10682,35,25067,259179,501,2025-04-23 11:29:17,19665
684,10683,34,11410,304297,944,2025-04-22 14:53:17,28419
685,10684,20,2087,73639,201,2025-04-23 02:24:17,4481
686,10685,48,38222,1043011,7248,2025-04-23 09:30:17,83106
687,10686,38,24704,333537,417,2025-04-22 14:33:17,35239
688,10687,22,5337,80090,40,2025-04-22 16:20:17,5042
689,10688,25,2136,157881,181,2025-04-22 18:58:17,16562
690,10689,14,1710,82436,62,2025-04-23 09:39:17,5716
691,10690,26,9026,97096,1037,2025-04-23 01:46:17,8364
692,10691,33,16164,163693,213,2025-04-23 05:05:17,15820
693,10692,41,37803,459799,325,2025-04-23 10:45:17,34969
694,10693,34,19175,212877,178,2025-04-23 12:57:17,20272
695,10694,26,7700,100907,84,2025-04-23 09:02:17,7718
696,10695,34,19749,301555,478,2025-04-23 10:59:17,24010
697,10696,37,12321,457573,591,2025-04-23 07:10:17,48749
698,10697,50,56343,961744,4364,2025-04-22 23:09:17,101594
699,10698,47,42465,1256402,8008,2025-04-22 15:30:17,130474
700,10699,24,8563,135548,563,2025-04-23 13:35:17,9595
701,10700,19,2547,58602,14,2025-04-23 05:53:17,3757
702,10701,45,17072,1129370,1120,2025-04-22 23:50:17,91857
703,10702,34,12367,458597,1758,2025-04-22 16:54:17,42788
704,10703,4,866,7020,0,2025-04-23 01:20:17,339
705,10704,30,223,159828,248,2025-04-22 18:18:17,14873
706,10705,15,1662,41734,52,2025-04-22 15:37:17,2939
707,10706,16,1178,76060,32,2025-04-23 08:47:17,5146
708,10707,40,31675,405924,1008,2025-04-22 22:36:17,39429
709,10708,37,2678,521836,1702,2025-04-22 15:59:17,41450
710,10709,34,13393,197231,821,2025-04-22 20:19:17,18411
711,10710,36,6127,319635,3511,2025-04-22 18:00:17,33793
712,10711,21,1643,117592,81,2025-04-22 17:49:17,8067
713,10712,48,34026,836655,2832,2025-04-23 12:30:17,70934
714,10713,31,5322,267291,282,2025-04-23 12:33:17,26593
715,10714,40,3097,525067,535,2025-04-23 13:13:17,44457
716,10715,41,30048,565628,764,2025-04-22 14:27:17,57420
717,10716,45,34227,561124,642,2025-04-23 04:28:17,57847
718,10717,24,1433,125328,75,2025-04-23 00:58:17,8882
719,10718,45,33797,939697,937,2025-04-23 09:28:17,83509
720,10719,32,8093,221201,1089,2025-04-23 11:38:17,17343
721,10720,31,16571,183492,336,2025-04-22 19:15:17,13160
722,10721,39,24515,349215,2044,2025-04-23 06:28:17,30346
723,10722,39,6371,326827,347,2025-04-22 20:25:17,29050
724,10723,42,47300,482075,1058,2025-04-23 13:21:17,44909
725,10724,55,103116,1508737,15033,2025-04-22 17:50:17,132172
726,10725,39,40446,384024,333,2025-04-23 12:23:17,29385
727,10726,38,8593,550977,620,2025-04-23 10:16:17,53074
728,10727,37,17263,346262,1493,2025-04-23 10:15:17,38465
729,10728,35,17015,250508,265,2025-04-22 19:58:17,22071
730,10729,30,1620,126157,327,2025-04-22 14:25:17,11000
731,10730,29,3228,261520,227,2025-04-22 23:09:17,21535
732,10731,34,12111,385634,1380,2025-04-23 08:10:17,32059
733,10732,36,4313,411050,469,2025-04-22 14:52:17,43189
734,10733,40,30427,409231,515,2025-04-22 16:32:17,42900
735,10734,31,7321,228956,206,2025-04-22 16:14:17,18815
736,10735,38,7380,272309,1063,2025-04-23 10:38:17,28485
737,10736,41,11094,373330,336,2025-04-23 00:50:17,35559
738,10737,22,7674,117731,432,2025-04-23 04:47:17,8663
739,10738,9,1218,23022,0,2025-04-23 12:47:17,1245
740,10739,28,13433,157359,146,2025-04-23 13:05:17,14653
741,10740,37,4705,492065,2027,2025-04-23 13:37:17,47661
742,10741,52,31538,1217139,9318,2025-04-22 19:44:17,110834
743,10742,43,29285,435316,546,2025-04-23 02:15:17,41371
744,10743,27,5467,159476,450,2025-04-23 00:24:17,11405
745,10744,14,1138,54724,33,2025-04-22 20:20:17,3501
746,10745,38,1374,365944,353,2025-04-22 17:18:17,28023
747,10746,37,9848,318024,387,2025-04-23 01:27:17,33877
748,10747,46,34341,574918,530,2025-04-23 05:34:17,55001
749,10748,21,4283,105705,98,2025-04-23 09:00:17,8397
750,10749,36,27450,348614,442,2025-04-23 02:32:17,32546
751,10750,34,20649,283338,610,2025-04-22 17:24:17,26501
752,10751,20,2620,99375,85,2025-04-23 13:17:17,8398
753,10752,29,7891,240165,417,2025-04-23 11:32:17,19426
754,10753,24,5664,153898,145,2025-04-23 01:39:17,13293
755,10754,34,12115,242172,205,2025-04-22 16:37:17,21373
756,10755,36,13749,524401,937,2025-04-23 12:28:17,44537
757,10756,27,10086,118765,232,2025-04-23 05:07:17,9291
758,10757,38,16835,490782,1792,2025-04-23 09:47:17,47470
759,10758,30,11810,405718,889,2025-04-23 06:31:17,35038
760,10759,34,4751,301625,378,2025-04-23 08:27:17,31139
761,10760,23,3263,149720,337,2025-04-23 03:27:17,13616
762,10761,43,8756,511307,512,2025-04-23 09:23:17,50003
763,10762,33,8774,499714,3504,2025-04-22 15:14:17,45982
764,10763,31,9725,331089,832,2025-04-23 12:21:17,27222
765,10764,31,4157,199135,275,2025-04-23 09:25:17,20554
766,10765,41,31458,623094,3326,2025-04-23 02:06:17,51819
767,10766,38,22795,846601,2957,2025-04-23 05:40:17,77144
768,10767,40,41735,488214,4279,2025-04-23 08:26:17,43928
769,10768,33,4089,225811,243,2025-04-23 13:21:17,20475
770,10769,14,2947,41228,20,2025-04-23 01:44:17,3313
771,10770,12,870,43529,22,2025-04-23 08:32:17,3525
772,10771,43,49661,1088976,1230,2025-04-22 23:47:17,91563
773,10772,40,12442,635454,577,2025-04-22 23:23:17,50435
774,10773,41,1932,434608,472,2025-04-23 07:24:17,40722
775,10774,36,20965,279490,239,2025-04-22 23:21:17,21265
776,10775,13,2586,39411,43,2025-04-23 12:06:17,2364
777,10776,33,10764,190790,210,2025-04-22 23:07:17,19325
778,10777,26,122,157941,330,2025-04-23 02:26:17,13524
779,10778,30,10276,232749,282,2025-04-23 06:28:17,24808
780,10779,44,7490,443359,1566,2025-04-22 18:56:17,43934
781,10780,23,3453,76037,587,2025-04-23 04:44:17,5849
782,10781,25,2526,197557,200,2025-04-23 13:05:17,16627
783,10782,37,11251,362574,388,2025-04-23 11:39:17,37797
784,10783,49,30713,688759,2844,2025-04-22 20:03:17,72452
785,10784,29,5691,222507,1147,2025-04-23 04:21:17,19151
786,10785,1,405,1918,0,2025-04-23 05:25:17,81
787,10786,27,11234,214670,700,2025-04-22 15:58:17,18746
788,10787,42,29489,997017,3222,2025-04-23 04:49:17,80858
789,10788,19,2049,63577,188,2025-04-22 21:54:17,5210
790,10789,34,20079,406674,1923,2025-04-23 07:02:17,33055
791,10790,1,185,1329,0,2025-04-23 00:48:17,37
792,10791,31,3957,270359,1055,2025-04-22 22:57:17,26398
793,10792,36,27574,297939,302,2025-04-22 22:53:17,27132
794,10793,17,846,45407,71,2025-04-23 13:54:17,3357
795,10794,32,5574,339204,2111,2025-04-22 18:25:17,29371
796,10795,29,14723,150989,270,2025-04-22 15:47:17,12480
797,10796,42,52182,762424,3802,2025-04-22 16:21:17,65411
798,10797,30,124,205382,764,2025-04-22 18:14:17,14864
799,10798,26,8250,130938,268,2025-04-22 23:24:17,11632
800,10799,38,1427,506162,1206,2025-04-23 11:49:17,45544
801,10800,40,36031,617056,2384,2025-04-23 09:55:17,53056
802,10801,30,1638,261498,217,2025-04-23 13:53:17,23574
803,10802,36,21634,291077,237,2025-04-23 00:21:17,24588
804,10803,1,-648,-50,0,2025-04-23 01:46:17,-108
805,10804,31,15360,277021,584,2025-04-23 03:24:17,28027
806,10805,30,6856,201592,186,2025-04-22 18:18:17,15476
807,10806,50,49855,1344646,6837,2025-04-23 12:27:17,110240
808,10807,36,3745,217828,187,2025-04-22 18:00:17,20117
809,10808,22,4971,153385,152,2025-04-22 17:49:17,12544
810,10809,30,342,300817,1014,2025-04-23 03:53:17,27287
811,10810,26,4484,117866,299,2025-04-22 21:07:17,8658
812,10811,44,57668,594928,2625,2025-04-23 05:57:17,59099
813,10812,29,14633,144706,98,2025-04-22 16:07:17,10810
814,10813,48,38678,870677,979,2025-04-22 14:18:17,83144
815,10814,46,4773,992638,5313,2025-04-23 13:01:17,88383
816,10815,30,1644,196204,226,2025-04-23 11:49:17,20628
817,10816,21,1213,118754,380,2025-04-22 16:28:17,9158
818,10817,35,6447,512335,666,2025-04-23 03:18:17,55271
819,10818,44,11800,716366,1310,2025-04-23 13:28:17,66332
820,10819,29,12209,265609,209,2025-04-23 08:31:17,22818
821,10820,32,15642,516657,421,2025-04-22 20:06:17,43133
822,10821,36,3422,378349,411,2025-04-23 06:17:17,37679
823,10822,50,84951,873739,2289,2025-04-22 21:52:17,89124
824,10823,23,1569,83203,106,2025-04-22 15:23:17,6154
825,10824,23,4615,143669,177,2025-04-23 04:55:17,11864
826,10825,39,12321,503708,531,2025-04-23 01:41:17,41265
827,10826,31,6115,237726,336,2025-04-23 09:52:17,23368
828,10827,36,30283,557046,2038,2025-04-23 12:09:17,46899
829,10828,30,5340,316732,426,2025-04-23 11:35:17,28120
830,10829,30,1710,124356,294,2025-04-22 20:21:17,11006
831,10830,43,34553,819155,2644,2025-04-23 12:31:17,69537
832,10831,36,29366,428528,456,2025-04-23 04:44:17,40922
833,10832,38,28585,366330,277,2025-04-23 04:14:17,27965
834,10833,39,17361,793920,5045,2025-04-23 10:00:17,83538
835,10834,34,15129,251024,211,2025-04-22 17:15:17,18535
836,10835,29,6593,187245,220,2025-04-22 22:57:17,15411
837,10836,17,2244,87540,37,2025-04-22 18:35:17,6947
838,10837,26,7778,248942,477,2025-04-22 21:25:17,19308
839,10838,4,714,13189,0,2025-04-23 07:17:17,851
840,10839,22,1803,142555,173,2025-04-22 20:46:17,12016
841,10840,34,6288,439394,2035,2025-04-23 04:57:17,35807
842,10841,40,8914,805828,721,2025-04-23 07:45:17,64341
843,10842,37,18574,513617,1693,2025-04-22 16:59:17,43437
844,10843,48,11510,915834,3971,2025-04-23 11:57:17,97056
845,10844,51,20985,1079660,3291,2025-04-23 06:54:17,86744
846,10845,24,2010,115095,115,2025-04-22 14:25:17,8127
847,10846,43,5932,549050,1470,2025-04-22 20:45:17,54292
848,10847,28,9148,180306,339,2025-04-23 10:49:17,15805
849,10848,41,45195,670025,3647,2025-04-22 17:43:17,59103
850,10849,39,14607,570566,2825,2025-04-23 00:14:17,46104
851,10850,38,23691,381315,465,2025-04-22 19:32:17,32218
852,10851,35,17938,283694,180,2025-04-23 11:09:17,22142
853,10852,15,2288,45229,168,2025-04-23 07:55:17,2535
854,10853,30,8340,397424,707,2025-04-23 03:53:17,34344
855,10854,43,29712,917351,3350,2025-04-22 16:51:17,77624
856,10855,45,68660,813976,833,2025-04-23 00:14:17,65537
857,10856,32,20165,240670,689,2025-04-22 18:01:17,18349
858,10857,39,22071,314738,620,2025-04-23 01:27:17,28160
859,10858,26,4658,116109,55,2025-04-23 09:53:17,8052
860,10859,34,18668,250040,244,2025-04-23 01:11:17,20233
861,10860,41,22335,498923,1476,2025-04-23 14:05:17,39159
862,10861,30,9923,147730,227,2025-04-22 15:54:17,13331
863,10862,45,11701,1425888,8430,2025-04-22 18:39:17,145897
864,10863,39,20021,384384,376,2025-04-23 05:13:17,42035
865,10864,38,6180,364544,1565,2025-04-23 01:32:17,33555
866,10865,26,425,273908,260,2025-04-23 00:06:17,21699
867,10866,21,4275,112146,193,2025-04-22 19:31:17,8396
868,10867,38,8600,475844,613,2025-04-22 18:12:17,53075
869,10868,27,2365,196389,435,2025-04-23 04:35:17,17479
870,10869,23,6253,143129,173,2025-04-23 10:38:17,12098
871,10870,27,12914,111838,216,2025-04-23 02:37:17,9493
872,10871,39,22093,471124,478,2025-04-23 07:13:17,38402
873,10872,29,15299,316993,1055,2025-04-23 05:33:17,27136
874,10873,37,19448,614083,1743,2025-04-23 11:53:17,69674
875,10874,21,2157,81539,59,2025-04-22 20:00:17,6505
876,10875,30,4842,272169,308,2025-04-22 23:10:17,28037
877,10876,50,72165,912831,3647,2025-04-22 18:36:17,82330
878,10877,38,1512,478235,526,2025-04-23 01:27:17,40493
879,10878,26,6475,252562,648,2025-04-23 07:50:17,22909
880,10879,18,1792,59457,31,2025-04-23 01:55:17,3857
881,10880,26,8459,170238,227,2025-04-23 00:30:17,16647
882,10881,43,14950,588243,3635,2025-04-23 05:37:17,60623
883,10882,42,11789,594923,513,2025-04-22 19:28:17,49846
884,10883,8,1682,24982,39,2025-04-22 21:59:17,1502
885,10884,14,1890,77475,307,2025-04-23 05:08:17,5752
886,10885,33,23088,252190,329,2025-04-23 05:35:17,27136
887,10886,8,1522,15963,25,2025-04-22 14:32:17,912
888,10887,31,13955,174002,184,2025-04-22 22:11:17,16232
889,10888,40,39267,498508,1870,2025-04-22 19:42:17,48074
890,10889,44,47640,572337,700,2025-04-23 05:33:17,49940
891,10890,36,16928,318307,277,2025-04-22 19:06:17,24226
892,10891,38,27785,862590,795,2025-04-23 00:09:17,78142
893,10892,30,8475,236797,869,2025-04-23 03:40:17,19095
