user_id,register_time,channel,device_type,os_version,region,gender,age,vip_level
10657,2023-11-17 23:57:22.936440,微信小程序,VIVO,Android 13,辽宁省,男,24,1
10658,2023-12-23 22:12:15.338411,官网,Xiaomi,iOS 16,辽宁省,女,23,0
10659,2025-02-21 19:05:57.413363,小米应用商店,Huawei,Android 11,广东省,女,30,2
10660,2025-03-30 23:44:39.133197,微信小程序,VIVO,Android 13,陕西省,女,24,0
10661,2023-07-27 16:56:03.990504,小米应用商店,Samsung,Android 11,山西省,男,27,3
10662,2023-12-06 13:34:33.803099,华为应用市场,Xiaomi,iOS 15,云南省,女,60,0
10663,2024-08-06 07:42:12.106725,App Store,OPPO,Android 13,贵州省,男,56,1
10664,2024-12-08 04:41:55.684767,小米应用商店,Samsung,iOS 15,澳门特别行政区,男,53,1
10665,2023-07-01 18:59:50.412644,微信小程序,iPhone,iOS 15,宁夏回族自治区,女,27,3
10666,2024-04-29 18:25:10.815659,小米应用商店,Xiaomi,Android 11,上海市,男,46,1
10667,2024-01-14 06:24:45.178035,微信小程序,Xiaomi,iOS 15,安徽省,男,46,1
10668,2025-03-18 22:11:15.947135,QQ小程序,Samsung,Android 11,贵州省,男,58,0
10669,2025-03-16 08:50:57.969926,华为应用市场,VIVO,iOS 15,台湾省,女,60,0
10670,2023-09-11 17:37:59.097680,App Store,VIVO,iOS 15,江苏省,男,58,0
10671,2023-08-15 16:20:26.947949,小米应用商店,OPPO,iOS 16,河南省,女,57,1
10672,2024-12-31 00:05:12.331196,App Store,Samsung,iOS 15,河北省,男,48,2
10673,2024-04-29 04:25:30.560969,QQ小程序,iPhone,Android 11,澳门特别行政区,女,24,0
10674,2023-05-22 03:02:14.837976,QQ小程序,iPhone,iOS 15,贵州省,男,20,0
10675,2025-01-23 08:06:09.949816,小米应用商店,VIVO,HarmonyOS 2.0,江苏省,女,59,2
10676,2024-07-03 13:27:32.531270,官网,iPhone,HarmonyOS 2.0,辽宁省,女,36,1
10677,2023-08-21 00:16:21.160843,App Store,Samsung,Android 12,黑龙江省,女,54,2
10678,2024-10-02 00:49:39.037584,微信小程序,Xiaomi,Android 12,天津市,女,28,0
10679,2024-02-18 11:56:39.344309,官网,Samsung,HarmonyOS 2.0,福建省,女,47,0
10680,2025-04-01 08:53:37.394189,QQ小程序,OPPO,iOS 15,河南省,男,28,4
10681,2024-10-24 19:35:40.565912,App Store,Samsung,iOS 15,青海省,女,30,0
10682,2023-10-12 09:25:58.705124,QQ小程序,Samsung,iOS 16,福建省,女,52,1
10683,2023-12-06 11:34:44.172008,官网,iPhone,iOS 16,西藏自治区,女,56,2
10684,2025-02-12 11:19:54.455006,QQ小程序,Xiaomi,Android 12,山东省,女,37,2
10685,2024-01-18 02:16:29.917169,微信小程序,Xiaomi,Android 11,青海省,女,23,4
10686,2024-03-26 14:20:04.600230,微信小程序,OPPO,Android 13,河南省,女,53,0
10687,2024-11-12 14:26:04.277427,官网,OPPO,HarmonyOS 2.0,香港特别行政区,男,56,0
10688,2024-05-13 14:47:48.777843,App Store,VIVO,iOS 16,黑龙江省,男,36,0
10689,2024-12-10 21:38:09.262868,华为应用市场,VIVO,iOS 16,江苏省,男,55,0
10690,2025-01-20 20:41:42.101983,QQ小程序,Xiaomi,iOS 15,重庆市,女,49,5
10691,2024-08-04 15:09:29.171487,小米应用商店,Huawei,Android 12,四川省,女,25,0
10692,2024-06-02 09:15:18.895410,微信小程序,Samsung,HarmonyOS 2.0,河北省,女,49,0
10693,2024-09-24 21:26:47.428850,App Store,OPPO,iOS 15,澳门特别行政区,女,21,0
10694,2025-01-04 22:07:49.984803,小米应用商店,Xiaomi,Android 13,河南省,男,35,0
10695,2023-06-24 19:11:36.907449,小米应用商店,Huawei,Android 13,黑龙江省,女,22,0
10696,2023-11-09 17:00:17.847826,QQ小程序,iPhone,Android 11,香港特别行政区,女,30,0
10697,2023-08-10 03:14:59.430702,小米应用商店,Xiaomi,iOS 16,宁夏回族自治区,男,50,2
10698,2023-06-30 12:31:23.265538,微信小程序,iPhone,Android 11,江西省,女,20,3
10699,2024-12-10 18:20:32.753318,小米应用商店,iPhone,iOS 15,海南省,男,50,3
10700,2025-03-03 19:34:10.387708,App Store,Samsung,Android 12,甘肃省,男,35,0
10701,2023-06-02 10:45:43.387654,微信小程序,iPhone,iOS 16,香港特别行政区,男,41,0
10702,2024-01-22 13:30:23.950891,小米应用商店,VIVO,Android 11,云南省,女,58,2
10703,2025-04-19 13:47:07.953301,小米应用商店,iPhone,Android 11,四川省,男,58,0
10704,2023-10-05 11:37:13.582868,小米应用商店,iPhone,Android 13,广西壮族自治区,女,23,0
10705,2025-03-04 01:46:16.464389,微信小程序,iPhone,Android 12,贵州省,女,50,0
10706,2024-11-22 06:41:24.567276,华为应用市场,iPhone,Android 13,江苏省,男,53,0
10707,2023-05-22 12:46:23.870134,QQ小程序,Samsung,Android 12,西藏自治区,男,45,1
10708,2024-09-13 16:52:57.463464,华为应用市场,Samsung,iOS 15,江苏省,男,19,2
10709,2024-10-29 12:35:54.313376,微信小程序,Huawei,Android 11,西藏自治区,男,52,2
10710,2024-03-17 01:11:57.167008,微信小程序,VIVO,iOS 16,北京市,女,35,5
10711,2025-02-13 20:19:28.552722,QQ小程序,Xiaomi,iOS 16,上海市,女,19,0
10712,2023-10-28 09:29:19.014381,App Store,Samsung,iOS 15,辽宁省,男,32,2
10713,2024-05-29 04:45:06.368634,小米应用商店,Xiaomi,Android 11,澳门特别行政区,女,57,0
10714,2024-02-27 13:07:29.156368,小米应用商店,Samsung,Android 12,河南省,男,50,0
10715,2023-10-15 01:09:29.374697,微信小程序,OPPO,Android 11,吉林省,女,23,0
10716,2023-05-29 10:16:18.097144,微信小程序,Samsung,Android 13,甘肃省,男,40,0
10717,2024-08-03 00:08:08.651603,App Store,OPPO,iOS 15,新疆维吾尔自治区,男,19,0
10718,2023-06-09 10:04:57.628570,App Store,OPPO,Android 12,台湾省,女,26,0
10719,2024-07-03 04:34:09.908677,华为应用市场,Samsung,Android 12,上海市,女,44,3
10720,2024-07-28 21:33:07.102653,微信小程序,Huawei,Android 12,福建省,男,42,1
10721,2024-09-30 02:35:52.842519,QQ小程序,OPPO,HarmonyOS 2.0,河南省,女,19,3
10722,2024-03-02 21:58:00.465813,微信小程序,OPPO,Android 13,海南省,男,49,0
10723,2023-10-17 04:23:12.670006,QQ小程序,iPhone,iOS 15,甘肃省,女,18,1
10724,2023-09-08 07:26:28.044948,官网,VIVO,Android 12,山西省,男,37,5
10725,2024-05-10 17:09:03.021880,华为应用市场,Xiaomi,Android 13,四川省,女,49,0
10726,2023-06-12 23:26:35.254507,华为应用市场,Samsung,Android 11,澳门特别行政区,女,18,0
10727,2024-05-25 18:01:02.376581,华为应用市场,Samsung,Android 11,香港特别行政区,女,60,2
10728,2024-06-02 02:26:36.942920,官网,Samsung,iOS 15,云南省,男,27,0
10729,2025-01-21 02:28:05.490808,官网,Samsung,iOS 15,天津市,女,27,1
10730,2024-07-31 14:39:13.159509,华为应用市场,VIVO,iOS 15,四川省,男,53,0
10731,2023-10-26 17:39:14.266157,华为应用市场,Huawei,iOS 16,上海市,女,33,2
10732,2024-01-10 05:59:09.979537,小米应用商店,iPhone,HarmonyOS 2.0,内蒙古自治区,女,54,0
10733,2024-01-01 06:38:27.848801,App Store,Samsung,Android 12,河北省,女,32,0
10734,2024-11-07 18:24:19.667857,QQ小程序,Xiaomi,iOS 15,贵州省,女,42,0
10735,2023-07-30 23:02:14.651610,小米应用商店,Xiaomi,HarmonyOS 2.0,海南省,女,57,2
10736,2024-05-27 03:51:43.937740,QQ小程序,Huawei,Android 12,安徽省,男,41,0
10737,2024-12-20 18:01:22.999394,华为应用市场,Huawei,Android 12,新疆维吾尔自治区,女,45,2
10738,2025-04-09 13:39:12.686074,华为应用市场,iPhone,Android 13,西藏自治区,女,58,0
10739,2024-07-28 17:42:48.389814,QQ小程序,VIVO,HarmonyOS 2.0,江苏省,女,29,0
10740,2023-06-09 15:13:22.071697,小米应用商店,VIVO,Android 12,新疆维吾尔自治区,女,41,2
10741,2023-05-21 13:39:26.615480,微信小程序,OPPO,iOS 15,山东省,男,59,4
10742,2023-05-26 13:11:14.418372,小米应用商店,Xiaomi,Android 12,山东省,男,20,0
10743,2025-01-30 04:44:56.201705,官网,iPhone,HarmonyOS 2.0,广西壮族自治区,女,23,2
10744,2025-03-05 22:21:39.447432,QQ小程序,Samsung,iOS 15,香港特别行政区,女,41,0
10745,2024-02-09 06:35:12.640229,官网,Xiaomi,iOS 15,西藏自治区,女,44,0
10746,2023-10-26 11:45:30.798860,微信小程序,Huawei,Android 11,山东省,女,21,0
10747,2023-11-19 10:21:51.404227,官网,OPPO,iOS 15,重庆市,女,59,0
10748,2025-01-15 14:29:13.931867,华为应用市场,Samsung,iOS 15,贵州省,女,21,0
10749,2023-11-10 00:27:22.780814,App Store,OPPO,Android 12,四川省,男,24,0
10750,2024-03-08 13:05:22.636456,QQ小程序,iPhone,Android 13,陕西省,女,25,1
10751,2024-10-18 04:27:08.602534,官网,iPhone,Android 11,云南省,女,19,0
10752,2023-12-28 01:37:23.226959,华为应用市场,Huawei,Android 11,安徽省,女,31,1
10753,2024-04-20 19:10:54.904143,小米应用商店,OPPO,Android 11,台湾省,男,35,0
10754,2024-01-17 17:37:10.377201,华为应用市场,VIVO,HarmonyOS 2.0,澳门特别行政区,男,22,0
10755,2023-11-05 06:38:52.725635,华为应用市场,Huawei,iOS 15,山西省,女,26,1
10756,2024-10-06 08:09:58.288939,小米应用商店,Samsung,iOS 16,山西省,男,28,1
10757,2024-03-03 21:56:19.291161,App Store,Huawei,Android 12,安徽省,男,59,2
10758,2024-05-26 18:24:46.189321,App Store,iPhone,iOS 16,广西壮族自治区,男,55,1
10759,2023-07-08 11:13:00.239634,QQ小程序,VIVO,Android 13,广西壮族自治区,女,51,0
10760,2024-08-19 01:00:22.135808,App Store,OPPO,Android 11,广东省,女,29,1
10761,2024-03-15 02:08:44.010221,小米应用商店,Huawei,Android 12,宁夏回族自治区,女,52,0
10762,2023-08-24 05:19:04.063741,App Store,Samsung,HarmonyOS 2.0,青海省,男,34,4
10763,2024-01-06 04:48:16.360467,微信小程序,Xiaomi,Android 13,天津市,男,45,1
10764,2024-10-06 03:29:22.566291,微信小程序,iPhone,Android 12,海南省,女,49,0
10765,2024-07-16 09:53:57.685241,官网,Samsung,Android 11,宁夏回族自治区,女,59,3
10766,2023-11-10 23:54:40.670641,QQ小程序,OPPO,iOS 16,重庆市,男,37,2
10767,2023-06-18 08:25:21.358133,微信小程序,Xiaomi,Android 13,陕西省,男,44,4
10768,2024-01-14 18:54:44.632419,官网,Xiaomi,Android 11,黑龙江省,男,18,0
10769,2025-03-20 02:34:17.802147,官网,VIVO,Android 13,辽宁省,女,57,0
10770,2025-01-03 02:23:15.718462,微信小程序,Samsung,iOS 16,青海省,男,45,0
10771,2023-05-19 23:22:45.370846,微信小程序,OPPO,Android 13,内蒙古自治区,男,24,0
10772,2023-10-13 20:20:25.633873,小米应用商店,OPPO,iOS 15,四川省,女,47,0
10773,2024-01-13 22:34:46.542179,小米应用商店,Huawei,Android 12,天津市,女,26,0
10774,2024-07-09 06:57:46.045529,微信小程序,Huawei,Android 13,青海省,女,48,0
10775,2025-03-17 05:05:22.637837,华为应用市场,Xiaomi,iOS 15,四川省,男,24,0
10776,2024-03-13 15:31:03.846884,App Store,OPPO,Android 11,内蒙古自治区,男,37,0
10777,2024-06-16 12:48:39.403075,官网,OPPO,iOS 16,澳门特别行政区,女,33,1
10778,2024-01-17 10:39:52.161494,QQ小程序,iPhone,Android 12,广西壮族自治区,男,53,0
10779,2024-08-10 18:00:19.785523,官网,OPPO,Android 13,福建省,男,29,2
10780,2025-03-25 18:00:45.736458,微信小程序,iPhone,HarmonyOS 2.0,上海市,女,19,5
10781,2024-10-12 14:43:29.737087,小米应用商店,VIVO,Android 11,台湾省,男,44,0
10782,2024-05-06 12:35:54.934872,微信小程序,VIVO,HarmonyOS 2.0,吉林省,男,60,0
10783,2023-11-01 16:01:43.545727,QQ小程序,Samsung,iOS 15,湖南省,男,58,2
10784,2024-09-19 12:26:37.828437,QQ小程序,Huawei,Android 13,浙江省,女,47,3
10785,2025-04-20 22:01:05.353825,小米应用商店,VIVO,HarmonyOS 2.0,河南省,男,50,1
10786,2024-09-12 04:14:31.991725,微信小程序,Samsung,Android 12,台湾省,女,19,2
10787,2023-09-17 16:49:33.322992,官网,Xiaomi,Android 13,江苏省,女,57,2
10788,2025-01-06 03:13:04.787120,微信小程序,Samsung,Android 11,青海省,女,20,2
10789,2023-08-28 14:38:27.189201,QQ小程序,Huawei,iOS 15,青海省,男,50,3
10790,2025-04-21 13:44:19.346541,小米应用商店,Huawei,iOS 15,广西壮族自治区,女,58,0
10791,2024-08-24 02:15:16.265720,小米应用商店,OPPO,Android 12,内蒙古自治区,女,58,2
10792,2024-05-30 01:39:05.086293,App Store,Xiaomi,iOS 15,河南省,女,21,0
10793,2025-02-03 05:49:56.869425,小米应用商店,Xiaomi,Android 12,黑龙江省,女,22,0
10794,2024-09-25 04:35:48.807943,华为应用市场,Xiaomi,Android 12,安徽省,女,60,3
10795,2024-11-23 23:15:43.321872,官网,Samsung,Android 12,香港特别行政区,女,25,1
10796,2023-10-05 06:24:52.156793,微信小程序,Huawei,Android 13,山东省,男,44,3
10797,2024-11-22 18:41:31.166002,QQ小程序,Xiaomi,Android 12,福建省,男,18,3
10798,2024-11-21 13:02:14.691266,华为应用市场,Xiaomi,Android 11,上海市,女,31,1
10799,2024-01-13 00:36:30.589756,QQ小程序,OPPO,Android 11,四川省,女,37,1
10800,2024-03-30 18:39:06.095804,官网,Xiaomi,Android 12,江苏省,女,22,2
10801,2024-07-14 07:02:12.127202,QQ小程序,Xiaomi,Android 11,山西省,女,49,0
10802,2023-06-11 13:36:29.495423,华为应用市场,iPhone,iOS 16,陕西省,女,19,0
10803,2025-04-23 06:36:23.611030,小米应用商店,Xiaomi,Android 11,西藏自治区,男,36,1
10804,2024-05-12 07:53:21.341457,QQ小程序,Samsung,iOS 16,甘肃省,女,42,1
10805,2024-12-15 14:36:27.605793,QQ小程序,Xiaomi,iOS 15,内蒙古自治区,女,21,0
10806,2023-07-25 01:25:35.810652,华为应用市场,Huawei,iOS 15,广西壮族自治区,男,48,3
10807,2024-08-05 11:28:24.509778,App Store,VIVO,Android 12,青海省,女,51,0
10808,2024-03-29 15:05:56.566499,App Store,Huawei,iOS 16,澳门特别行政区,女,37,0
10809,2024-01-01 01:36:01.248481,小米应用商店,Xiaomi,iOS 15,安徽省,男,49,2
10810,2024-11-05 01:14:08.431422,App Store,Xiaomi,Android 13,江苏省,女,53,2
10811,2024-03-05 09:10:25.564991,小米应用商店,iPhone,iOS 16,重庆市,女,38,2
10812,2024-12-21 11:40:05.945521,小米应用商店,Huawei,iOS 16,澳门特别行政区,女,47,0
10813,2023-08-14 06:31:56.522653,官网,VIVO,iOS 15,黑龙江省,男,22,0
10814,2023-08-20 19:21:45.073110,微信小程序,OPPO,Android 13,江西省,女,45,3
10815,2024-01-02 04:01:32.849467,华为应用市场,Samsung,Android 11,澳门特别行政区,男,31,0
10816,2025-02-05 20:48:12.425742,华为应用市场,VIVO,Android 12,山西省,女,27,2
10817,2023-10-24 12:18:23.048113,官网,VIVO,Android 12,湖北省,男,52,0
10818,2023-07-24 22:41:05.854244,华为应用市场,Xiaomi,Android 12,广东省,女,18,1
10819,2024-07-16 02:29:05.369455,官网,Xiaomi,Android 12,山西省,女,49,0
10820,2024-04-25 10:46:58.385121,华为应用市场,Samsung,Android 13,黑龙江省,男,34,0
10821,2024-06-29 14:11:07.263009,微信小程序,iPhone,HarmonyOS 2.0,辽宁省,男,55,0
10822,2023-08-27 13:08:10.697375,App Store,iPhone,Android 11,贵州省,男,36,1
10823,2024-12-29 14:49:37.419440,小米应用商店,OPPO,Android 13,天津市,男,25,0
10824,2024-12-16 23:50:26.852825,App Store,Samsung,iOS 15,上海市,男,37,0
10825,2023-06-22 20:43:32.903835,小米应用商店,VIVO,iOS 15,湖南省,男,18,0
10826,2024-08-11 21:29:54.939972,官网,OPPO,Android 13,甘肃省,女,42,0
10827,2024-07-18 18:57:39.665168,华为应用市场,iPhone,Android 11,上海市,女,41,2
10828,2024-04-22 03:19:41.528905,华为应用市场,VIVO,Android 11,河南省,女,24,0
10829,2024-08-05 03:55:01.550807,小米应用商店,Samsung,iOS 16,广东省,女,23,1
10830,2024-04-11 02:53:40.571960,微信小程序,OPPO,Android 12,陕西省,男,30,2
10831,2023-11-27 16:44:34.138817,华为应用市场,VIVO,iOS 16,内蒙古自治区,男,50,0
10832,2024-09-08 06:12:40.192559,华为应用市场,Samsung,Android 12,黑龙江省,男,37,0
10833,2024-03-10 11:35:23.090980,官网,Samsung,Android 12,西藏自治区,男,40,3
10834,2024-03-28 14:43:40.775206,小米应用商店,OPPO,Android 12,贵州省,男,21,0
10835,2024-07-10 10:23:21.096623,官网,Xiaomi,iOS 16,广西壮族自治区,男,30,0
10836,2025-01-12 10:55:11.765979,官网,Huawei,iOS 16,广西壮族自治区,男,53,0
10837,2024-10-11 12:52:51.935032,QQ小程序,Xiaomi,Android 13,海南省,男,38,1
10838,2025-04-05 14:15:21.995847,华为应用市场,OPPO,HarmonyOS 2.0,江苏省,女,39,0
10839,2024-10-30 20:33:07.551721,QQ小程序,Samsung,iOS 15,香港特别行政区,女,42,0
10840,2024-06-07 13:49:50.479681,App Store,Samsung,iOS 16,广西壮族自治区,女,58,3
10841,2023-10-18 00:56:55.364985,App Store,VIVO,Android 11,吉林省,男,53,0
10842,2023-11-05 19:48:18.451174,QQ小程序,Huawei,iOS 15,福建省,男,34,2
10843,2023-08-05 09:52:39.195236,App Store,Huawei,Android 13,重庆市,女,46,2
10844,2023-11-22 10:12:56.577462,App Store,OPPO,iOS 15,云南省,男,35,2
10845,2025-01-14 09:51:07.370059,App Store,iPhone,Android 13,甘肃省,男,59,0
10846,2023-10-22 19:23:48.124202,App Store,Huawei,HarmonyOS 2.0,黑龙江省,男,33,1
10847,2024-12-08 09:49:59.730629,官网,VIVO,iOS 16,广西壮族自治区,男,36,1
10848,2023-09-10 03:35:41.432360,App Store,VIVO,Android 11,黑龙江省,男,47,3
10849,2024-04-22 07:18:49.268803,QQ小程序,VIVO,HarmonyOS 2.0,香港特别行政区,女,29,3
10850,2024-03-30 08:18:08.105930,华为应用市场,OPPO,HarmonyOS 2.0,广东省,女,20,0
10851,2024-04-21 15:37:42.861652,小米应用商店,OPPO,Android 11,山西省,女,29,0
10852,2025-03-14 14:10:48.418255,微信小程序,Huawei,iOS 15,香港特别行政区,女,60,4
10853,2024-03-23 08:22:56.064191,微信小程序,Samsung,Android 12,福建省,女,53,1
10854,2023-09-28 15:01:54.017575,QQ小程序,Huawei,HarmonyOS 2.0,海南省,女,45,2
10855,2023-05-30 02:11:30.760139,小米应用商店,OPPO,HarmonyOS 2.0,河南省,女,58,0
10856,2024-04-19 20:14:52.204740,QQ小程序,iPhone,iOS 16,西藏自治区,男,24,2
10857,2023-11-19 04:00:46.914248,App Store,Xiaomi,Android 12,北京市,女,35,1
10858,2025-01-02 00:09:40.430097,App Store,OPPO,iOS 15,宁夏回族自治区,男,30,0
10859,2023-07-31 08:14:29.787483,华为应用市场,OPPO,iOS 16,湖南省,男,44,0
10860,2024-10-06 15:38:33.572204,官网,Huawei,iOS 15,陕西省,女,22,2
10861,2024-01-16 16:55:25.697988,小米应用商店,OPPO,Android 12,陕西省,女,22,0
10862,2023-05-31 21:59:02.658621,QQ小程序,iPhone,Android 11,山东省,女,46,3
10863,2024-01-14 05:07:04.596358,华为应用市场,Xiaomi,Android 12,河南省,男,21,0
10864,2023-06-17 05:58:39.519781,微信小程序,iPhone,iOS 15,香港特别行政区,男,27,2
10865,2024-03-18 07:54:36.495752,小米应用商店,iPhone,iOS 16,湖北省,男,27,0
10866,2024-12-17 01:09:20.446286,App Store,VIVO,iOS 15,吉林省,女,31,1
10867,2023-07-27 11:53:02.377550,App Store,Xiaomi,iOS 16,河北省,男,54,0
10868,2024-02-06 02:53:39.969219,QQ小程序,VIVO,Android 13,贵州省,女,23,1
10869,2024-06-04 18:54:54.703500,App Store,OPPO,Android 11,四川省,男,32,0
10870,2024-10-26 16:41:28.346851,官网,OPPO,Android 12,山东省,男,48,1
10871,2024-07-07 08:51:08.255682,官网,Xiaomi,Android 12,陕西省,男,54,0
10872,2024-04-23 15:03:58.534008,QQ小程序,Xiaomi,HarmonyOS 2.0,天津市,女,39,2
10873,2023-05-22 23:28:26.679082,QQ小程序,Huawei,Android 11,贵州省,女,22,1
10874,2024-12-01 11:10:59.418809,微信小程序,OPPO,HarmonyOS 2.0,澳门特别行政区,男,30,0
10875,2024-03-23 04:08:27.411089,微信小程序,iPhone,HarmonyOS 2.0,香港特别行政区,男,28,0
10876,2023-08-04 14:39:51.334634,小米应用商店,Samsung,iOS 15,广西壮族自治区,男,20,2
10877,2023-08-21 04:44:14.037550,小米应用商店,OPPO,HarmonyOS 2.0,广东省,男,43,0
10878,2024-06-30 23:45:26.479958,华为应用市场,iPhone,HarmonyOS 2.0,香港特别行政区,男,45,1
10879,2024-12-19 05:19:53.151103,App Store,Xiaomi,Android 11,台湾省,女,22,0
10880,2024-09-22 22:49:22.071496,微信小程序,OPPO,Android 11,广东省,男,33,0
10881,2024-04-05 05:49:11.067076,微信小程序,Xiaomi,iOS 15,上海市,女,18,3
10882,2024-01-18 11:19:48.783854,微信小程序,VIVO,Android 13,吉林省,男,55,0
10883,2025-04-08 21:30:53.622532,华为应用市场,Samsung,Android 13,广东省,女,52,1
10884,2024-11-26 04:50:44.624202,微信小程序,Samsung,iOS 15,上海市,女,40,2
10885,2024-07-03 07:33:28.297400,小米应用商店,Huawei,Android 12,湖南省,男,58,0
10886,2025-03-30 12:46:47.948964,微信小程序,OPPO,HarmonyOS 2.0,江西省,男,37,0
10887,2024-10-02 04:37:52.882753,QQ小程序,Xiaomi,Android 11,西藏自治区,女,29,0
10888,2023-08-27 01:04:21.758485,App Store,VIVO,Android 12,云南省,男,53,2
10889,2023-08-10 10:43:54.473918,官网,OPPO,HarmonyOS 2.0,福建省,男,41,0
10890,2023-05-17 14:49:00.417513,华为应用市场,iPhone,iOS 15,吉林省,男,56,0
10891,2023-09-10 20:14:34.124700,华为应用市场,iPhone,HarmonyOS 2.0,青海省,男,32,0
10892,2023-12-09 13:35:37.315897,小米应用商店,Xiaomi,iOS 15,辽宁省,女,23,2
10893,2024-02-20 00:45:45.044607,QQ小程序,VIVO,Android 13,浙江省,男,57,0
10894,2024-02-18 03:30:48.960802,App Store,iPhone,iOS 16,西藏自治区,男,36,0
10895,2025-01-20 17:28:03.536518,小米应用商店,iPhone,Android 13,重庆市,女,33,0
10896,2024-09-20 18:53:00.442276,微信小程序,iPhone,Android 12,澳门特别行政区,女,48,0
10897,2023-09-22 22:19:41.015946,QQ小程序,iPhone,Android 13,广西壮族自治区,女,34,5
10898,2025-04-22 04:48:50.556071,小米应用商店,Huawei,Android 11,西藏自治区,女,18,0
10899,2024-05-12 04:03:39.893103,QQ小程序,Samsung,Android 13,广西壮族自治区,男,43,0
10900,2025-03-22 22:49:52.363821,官网,Huawei,Android 12,新疆维吾尔自治区,女,58,0
10901,2025-02-18 10:07:00.077799,微信小程序,Xiaomi,Android 13,贵州省,女,55,0
10902,2024-05-27 08:24:29.484210,App Store,VIVO,iOS 15,湖南省,女,32,0
10903,2024-07-12 22:14:35.058727,微信小程序,Xiaomi,Android 13,山东省,女,25,0
10904,2025-03-23 10:15:09.252712,App Store,Samsung,HarmonyOS 2.0,湖北省,男,48,3
10905,2024-06-04 23:22:46.239725,小米应用商店,Huawei,iOS 16,江西省,男,59,0
10906,2025-03-11 20:31:41.377966,华为应用市场,Samsung,HarmonyOS 2.0,广东省,男,27,2
10907,2024-11-07 12:40:28.499896,微信小程序,OPPO,Android 12,浙江省,男,49,0
10908,2024-09-09 10:42:16.702140,微信小程序,VIVO,Android 12,台湾省,女,38,0
10909,2023-12-12 00:15:18.869804,官网,VIVO,Android 12,海南省,男,26,1
10910,2024-06-06 17:26:38.291379,App Store,Samsung,HarmonyOS 2.0,湖北省,女,59,0
10911,2023-11-20 15:46:16.491407,微信小程序,OPPO,Android 11,云南省,女,52,0
10912,2025-02-06 11:25:28.830265,微信小程序,iPhone,Android 13,陕西省,男,23,0
10913,2024-12-11 23:40:28.165355,华为应用市场,Samsung,iOS 15,辽宁省,男,44,1
10914,2023-11-22 14:25:54.666498,App Store,OPPO,Android 11,河南省,男,58,0
10915,2025-03-21 22:47:51.801465,官网,OPPO,iOS 15,山西省,男,39,1
10916,2024-01-02 09:59:24.561039,小米应用商店,OPPO,Android 12,青海省,男,53,0
10917,2024-08-15 10:19:54.172347,微信小程序,Xiaomi,Android 12,西藏自治区,女,34,0
10918,2023-09-27 18:45:00.959033,华为应用市场,Samsung,Android 13,湖北省,女,27,1
10919,2025-03-05 16:16:50.551581,微信小程序,iPhone,Android 12,湖北省,男,50,3
10920,2023-08-02 18:43:24.805204,小米应用商店,VIVO,Android 12,福建省,女,20,0
10921,2023-10-18 13:33:58.398614,官网,Samsung,Android 13,澳门特别行政区,男,34,1
10922,2023-10-06 07:28:07.074277,小米应用商店,Xiaomi,iOS 16,江西省,女,24,0
10923,2023-06-01 21:20:44.090579,App Store,iPhone,Android 13,甘肃省,男,21,1
10924,2023-12-21 16:26:44.420594,微信小程序,OPPO,iOS 15,西藏自治区,男,51,5
10925,2023-07-06 23:14:53.234117,微信小程序,OPPO,Android 13,江苏省,女,26,0
10926,2023-04-28 08:28:49.187790,官网,Samsung,Android 11,黑龙江省,女,27,1
10927,2024-02-15 14:43:11.783965,QQ小程序,VIVO,Android 11,西藏自治区,男,23,0
10928,2024-04-07 02:35:58.081248,QQ小程序,Huawei,Android 13,山东省,男,52,0
10929,2024-10-27 09:15:47.339028,官网,OPPO,HarmonyOS 2.0,河南省,男,38,1
10930,2023-12-15 00:33:34.308060,官网,iPhone,iOS 15,重庆市,女,33,0
10931,2025-02-15 08:45:24.861373,官网,Samsung,Android 12,山西省,男,55,0
10932,2024-08-12 17:58:30.524992,华为应用市场,Huawei,HarmonyOS 2.0,江西省,男,43,0
10933,2024-05-19 05:34:09.408233,华为应用市场,OPPO,HarmonyOS 2.0,天津市,女,44,0
10934,2025-02-19 05:29:10.257449,微信小程序,iPhone,Android 13,安徽省,女,31,0
10935,2024-02-23 15:02:46.600157,QQ小程序,OPPO,Android 13,安徽省,男,34,2
10936,2025-03-06 08:01:31.894388,App Store,Samsung,HarmonyOS 2.0,天津市,女,18,1
10937,2025-04-21 12:09:04.964398,QQ小程序,OPPO,iOS 16,陕西省,男,48,1
10938,2024-11-19 18:46:17.847529,华为应用市场,VIVO,Android 11,安徽省,女,34,5
10939,2025-03-08 07:05:11.750623,华为应用市场,Xiaomi,iOS 16,河南省,男,50,2
10940,2025-01-23 14:14:30.086919,微信小程序,Samsung,Android 12,北京市,男,37,0
10941,2023-11-28 09:31:58.510879,华为应用市场,OPPO,Android 11,河北省,女,54,0
10942,2025-03-02 08:13:49.047985,官网,Samsung,Android 13,贵州省,女,18,0
10943,2023-11-18 07:13:17.537022,App Store,iPhone,HarmonyOS 2.0,澳门特别行政区,男,53,5
10944,2024-04-19 03:02:49.175799,App Store,Xiaomi,iOS 15,江苏省,男,59,0
10945,2025-01-04 20:16:04.831591,微信小程序,iPhone,Android 12,新疆维吾尔自治区,男,33,1
10946,2023-11-09 17:48:25.404241,官网,Samsung,iOS 16,吉林省,女,49,1
10947,2023-12-21 23:17:12.355374,App Store,OPPO,Android 11,新疆维吾尔自治区,男,55,2
