event_id,user_id,event_time,event_type,event_detail,level_id,result,duration
5266,12715,2025-04-15 05:47:18,LEVEL_FAIL,Failed at 69% progress,84,FAIL,114
5267,11947,2025-04-17 21:35:36,LEVEL_COMPLETE,"Completed with score 9753, stars: 3",37,SUCCESS,72
5268,12467,2025-04-17 20:29:23,LEVEL_START,Started level 70,70,,0
5269,10419,2025-03-28 10:21:46,LEVEL_START,Started level 7,7,,0
5270,11675,2025-04-18 07:14:54,LEVEL_START,Started level 21,21,,0
5271,11925,2025-04-22 17:10:56,LEVEL_COMPLETE,"Completed with score 4613, stars: 2",29,SUCCESS,36
5272,11295,2025-03-30 09:20:51,LEVEL_COMPLETE,"Completed with score 2798, stars: 2",6,SUCCESS,274
5273,11038,2025-04-09 18:37:58,LEVEL_COMPLETE,"Completed with score 2756, stars: 2",48,SUCCESS,261
5274,12962,2025-03-31 00:38:25,LEVEL_COMPLETE,"Completed with score 8226, stars: 1",50,SUCCESS,190
5275,12432,2025-04-20 09:09:32,ACHIEVEMENT,Earned achievement: SPEED_MASTER,82,,0
5276,12488,2025-03-28 19:16:56,LEVEL_COMPLETE,"Completed with score 5110, stars: 3",61,SUCCESS,185
5277,12314,2025-04-06 06:43:09,LEVEL_COMPLETE,"Completed with score 4865, stars: 3",74,SUCCESS,223
5278,12044,2025-04-08 00:10:42,LEVEL_COMPLETE,"Completed with score 1009, stars: 2",72,SUCCESS,277
5279,10640,2025-03-26 09:26:31,LEVEL_START,Started level 14,14,,0
5280,10289,2025-04-06 21:10:32,LEVEL_COMPLETE,"Completed with score 1340, stars: 2",80,SUCCESS,273
5281,12295,2025-04-06 13:22:12,LEVEL_COMPLETE,"Completed with score 9501, stars: 1",3,SUCCESS,214
5282,10295,2025-04-06 00:43:50,LEVEL_START,Started level 2,2,,0
5283,11365,2025-04-09 12:19:57,LEVEL_COMPLETE,"Completed with score 5548, stars: 1",13,SUCCESS,129
5284,12868,2025-04-03 21:11:51,LEVEL_FAIL,Failed at 20% progress,13,FAIL,228
5285,12906,2025-04-18 11:06:31,LEVEL_START,Started level 42,42,,0
5286,10919,2025-03-31 06:43:04,ITEM_USE,Used item: EXTRA_LIFE,25,,5
5287,11863,2025-03-25 14:57:01,LEVEL_START,Started level 10,10,,0
5288,12318,2025-04-12 01:41:11,LEVEL_COMPLETE,"Completed with score 4619, stars: 2",24,SUCCESS,139
5289,12785,2025-04-22 06:38:53,ITEM_USE,Used item: TIME_EXTENSION,47,,4
5290,12905,2025-04-04 16:36:11,LEVEL_COMPLETE,"Completed with score 6536, stars: 3",21,SUCCESS,60
5291,10894,2025-04-12 07:04:01,LEVEL_START,Started level 57,57,,0
5292,12493,2025-04-04 19:57:56,LEVEL_START,Started level 13,13,,0
5293,12276,2025-04-21 22:52:51,LEVEL_FAIL,Failed at 14% progress,73,FAIL,100
5294,12398,2025-03-28 16:27:22,LEVEL_START,Started level 72,72,,0
5295,10561,2025-04-06 15:11:32,LEVEL_COMPLETE,"Completed with score 6694, stars: 3",98,SUCCESS,137
5296,11857,2025-04-16 16:46:17,LEVEL_COMPLETE,"Completed with score 4863, stars: 1",20,SUCCESS,158
5297,10323,2025-03-25 18:35:09,LEVEL_START,Started level 24,24,,0
5298,12364,2025-04-10 04:44:43,LEVEL_START,Started level 69,69,,0
5299,10463,2025-04-01 21:41:28,LEVEL_START,Started level 25,25,,0
5300,10194,2025-03-29 10:48:53,LEVEL_START,Started level 92,92,,0
5301,12685,2025-04-09 02:19:53,LEVEL_START,Started level 40,40,,0
5302,12811,2025-04-07 00:44:09,LEVEL_START,Started level 58,58,,0
5303,10607,2025-04-19 15:13:30,LEVEL_START,Started level 27,27,,0
5304,12398,2025-04-14 18:49:18,LEVEL_FAIL,Failed at 11% progress,59,FAIL,216
5305,10159,2025-04-08 19:53:50,LEVEL_COMPLETE,"Completed with score 3239, stars: 3",47,SUCCESS,154
5306,10521,2025-03-31 23:38:57,LEVEL_START,Started level 37,37,,0
5307,10280,2025-04-03 13:17:34,ITEM_USE,Used item: SHIELD,48,,4
5308,10021,2025-04-04 10:59:51,LEVEL_START,Started level 72,72,,0
5309,10840,2025-04-08 09:01:39,LEVEL_START,Started level 24,24,,0
5310,10314,2025-03-29 20:26:32,LEVEL_FAIL,Failed at 64% progress,89,FAIL,43
5311,10953,2025-03-25 04:56:37,LEVEL_FAIL,Failed at 26% progress,49,FAIL,40
5312,11028,2025-04-09 14:23:41,LEVEL_START,Started level 29,29,,0
5313,12351,2025-04-06 23:38:13,ACHIEVEMENT,Earned achievement: FIRST_WIN,1,,0
5314,11354,2025-04-08 11:57:28,ITEM_USE,Used item: TIME_EXTENSION,48,,2
5315,10199,2025-04-03 15:26:16,LEVEL_COMPLETE,"Completed with score 1003, stars: 2",30,SUCCESS,291
5316,12198,2025-04-11 19:01:49,LEVEL_FAIL,Failed at 34% progress,57,FAIL,93
5317,10254,2025-04-21 06:09:10,LEVEL_COMPLETE,"Completed with score 7665, stars: 1",34,SUCCESS,46
5318,11649,2025-04-06 17:02:22,LEVEL_FAIL,Failed at 65% progress,33,FAIL,179
5319,11363,2025-04-11 04:21:24,LEVEL_COMPLETE,"Completed with score 4791, stars: 1",9,SUCCESS,235
5320,10006,2025-04-14 14:48:12,LEVEL_START,Started level 78,78,,0
5321,12637,2025-03-26 07:22:43,LEVEL_FAIL,Failed at 49% progress,99,FAIL,50
5322,10219,2025-04-06 08:36:34,LEVEL_COMPLETE,"Completed with score 2471, stars: 2",45,SUCCESS,73
5323,12413,2025-04-12 11:21:05,LEVEL_START,Started level 90,90,,0
5324,10667,2025-04-17 11:54:45,LEVEL_START,Started level 17,17,,0
5325,11551,2025-04-13 13:44:26,ACHIEVEMENT,Earned achievement: FIRST_WIN,47,,0
5326,11011,2025-03-25 16:54:45,LEVEL_COMPLETE,"Completed with score 6929, stars: 1",57,SUCCESS,271
5327,11607,2025-04-11 06:25:02,LEVEL_COMPLETE,"Completed with score 2939, stars: 1",39,SUCCESS,70
5328,12015,2025-04-18 05:10:49,LEVEL_FAIL,Failed at 23% progress,70,FAIL,121
5329,12443,2025-04-10 20:53:53,LEVEL_FAIL,Failed at 41% progress,75,FAIL,121
5330,12043,2025-04-03 02:47:41,ITEM_USE,Used item: POWER_BOOST,6,,4
5331,10661,2025-04-11 21:54:36,LEVEL_START,Started level 36,36,,0
5332,12288,2025-04-13 01:26:40,LEVEL_COMPLETE,"Completed with score 4847, stars: 1",68,SUCCESS,219
5333,12086,2025-04-21 10:58:01,LEVEL_START,Started level 35,35,,0
5334,12867,2025-04-12 20:40:46,LEVEL_FAIL,Failed at 63% progress,82,FAIL,119
5335,10382,2025-04-07 11:29:19,LEVEL_COMPLETE,"Completed with score 1135, stars: 1",78,SUCCESS,299
5336,10843,2025-04-17 23:56:57,LEVEL_COMPLETE,"Completed with score 9414, stars: 3",3,SUCCESS,120
5337,10332,2025-03-27 18:04:51,LEVEL_COMPLETE,"Completed with score 1402, stars: 2",83,SUCCESS,117
5338,12533,2025-03-29 01:20:25,LEVEL_START,Started level 34,34,,0
5339,10906,2025-04-08 04:55:37,LEVEL_START,Started level 50,50,,0
5340,12873,2025-03-31 15:59:19,LEVEL_COMPLETE,"Completed with score 4876, stars: 1",15,SUCCESS,150
5341,12879,2025-04-06 16:27:25,LEVEL_START,Started level 41,41,,0
5342,10802,2025-04-11 02:02:21,LEVEL_FAIL,Failed at 79% progress,51,FAIL,167
5343,12840,2025-04-17 20:09:23,LEVEL_START,Started level 20,20,,0
5344,10157,2025-03-29 13:12:27,LEVEL_START,Started level 66,66,,0
5345,10092,2025-03-25 09:55:03,LEVEL_START,Started level 91,91,,0
5346,11915,2025-04-18 04:29:02,LEVEL_FAIL,Failed at 60% progress,95,FAIL,184
5347,10925,2025-03-27 19:25:33,LEVEL_COMPLETE,"Completed with score 2154, stars: 2",16,SUCCESS,207
5348,12581,2025-04-13 09:45:29,LEVEL_START,Started level 82,82,,0
5349,11809,2025-03-27 10:22:33,ACHIEVEMENT,Earned achievement: LEVEL_MASTER,81,,0
5350,11675,2025-03-31 15:16:43,LEVEL_START,Started level 6,6,,0
5351,11133,2025-04-20 14:38:44,LEVEL_START,Started level 40,40,,0
5352,10401,2025-04-22 21:05:14,LEVEL_START,Started level 42,42,,0
5353,12845,2025-04-21 09:50:38,LEVEL_COMPLETE,"Completed with score 3617, stars: 3",70,SUCCESS,80
5354,12105,2025-04-22 18:04:54,ITEM_USE,Used item: SHIELD,84,,1
5355,11528,2025-04-02 19:33:24,LEVEL_COMPLETE,"Completed with score 7847, stars: 1",93,SUCCESS,165
5356,12449,2025-04-07 03:45:05,LEVEL_COMPLETE,"Completed with score 3592, stars: 1",30,SUCCESS,136
5357,10772,2025-04-09 07:47:48,LEVEL_FAIL,Failed at 62% progress,44,FAIL,129
5358,12335,2025-04-10 17:30:19,LEVEL_START,Started level 50,50,,0
5359,11905,2025-04-06 19:25:32,LEVEL_COMPLETE,"Completed with score 2526, stars: 3",52,SUCCESS,172
5360,11901,2025-03-26 11:07:48,LEVEL_START,Started level 89,89,,0
5361,11542,2025-04-06 03:53:37,LEVEL_FAIL,Failed at 56% progress,31,FAIL,111
5362,10348,2025-04-18 10:55:25,LEVEL_START,Started level 46,46,,0
5363,11881,2025-04-05 00:19:16,LEVEL_START,Started level 49,49,,0
5364,11547,2025-03-27 07:56:27,LEVEL_START,Started level 14,14,,0
5365,10084,2025-04-21 15:17:18,LEVEL_START,Started level 10,10,,0
5366,12622,2025-04-13 22:38:34,LEVEL_COMPLETE,"Completed with score 3511, stars: 2",93,SUCCESS,83
5367,12181,2025-04-11 13:45:56,LEVEL_FAIL,Failed at 11% progress,60,FAIL,121
5368,12227,2025-04-07 12:39:35,LEVEL_FAIL,Failed at 66% progress,18,FAIL,207
5369,10841,2025-04-13 13:26:53,LEVEL_START,Started level 84,84,,0
5370,11207,2025-04-11 06:04:17,LEVEL_START,Started level 46,46,,0
5371,10477,2025-04-01 09:38:36,LEVEL_COMPLETE,"Completed with score 8018, stars: 2",8,SUCCESS,192
5372,11079,2025-03-28 00:18:55,LEVEL_START,Started level 9,9,,0
5373,11367,2025-04-20 13:32:50,LEVEL_COMPLETE,"Completed with score 1358, stars: 2",84,SUCCESS,184
5374,11691,2025-04-08 05:23:50,LEVEL_COMPLETE,"Completed with score 5611, stars: 1",95,SUCCESS,115
5375,12958,2025-04-03 14:25:39,LEVEL_COMPLETE,"Completed with score 4259, stars: 1",26,SUCCESS,171
5376,10000,2025-04-16 23:53:23,LEVEL_START,Started level 71,71,,0
5377,11324,2025-03-30 01:43:40,LEVEL_COMPLETE,"Completed with score 6818, stars: 3",57,SUCCESS,186
5378,11837,2025-04-14 15:17:16,LEVEL_START,Started level 33,33,,0
5379,12019,2025-04-05 03:54:38,LEVEL_FAIL,Failed at 84% progress,18,FAIL,152
5380,12668,2025-04-21 16:39:55,LEVEL_COMPLETE,"Completed with score 3523, stars: 1",14,SUCCESS,132
5381,11460,2025-04-07 05:40:39,LEVEL_FAIL,Failed at 62% progress,64,FAIL,86
5382,11533,2025-04-06 23:26:26,LEVEL_START,Started level 56,56,,0
5383,12104,2025-03-27 15:43:14,LEVEL_COMPLETE,"Completed with score 5938, stars: 2",61,SUCCESS,296
5384,12988,2025-04-10 23:50:35,LEVEL_START,Started level 6,6,,0
5385,10874,2025-04-01 20:39:10,LEVEL_START,Started level 28,28,,0
5386,11423,2025-04-08 16:58:56,ITEM_USE,Used item: TIME_EXTENSION,76,,2
5387,12032,2025-04-01 14:58:42,LEVEL_FAIL,Failed at 77% progress,25,FAIL,98
5388,11111,2025-04-12 02:03:50,LEVEL_START,Started level 99,99,,0
5389,10009,2025-04-23 03:44:31,LEVEL_COMPLETE,"Completed with score 8841, stars: 3",10,SUCCESS,133
5390,10661,2025-04-23 07:44:53,LEVEL_COMPLETE,"Completed with score 6717, stars: 3",100,SUCCESS,78
5391,12938,2025-04-11 15:23:12,LEVEL_COMPLETE,"Completed with score 5117, stars: 3",86,SUCCESS,215
5392,11014,2025-04-12 06:48:51,LEVEL_COMPLETE,"Completed with score 4945, stars: 2",34,SUCCESS,133
5393,10776,2025-03-26 19:05:22,LEVEL_START,Started level 57,57,,0
5394,12887,2025-04-11 04:59:12,LEVEL_COMPLETE,"Completed with score 8028, stars: 2",14,SUCCESS,43
5395,12004,2025-04-04 10:35:41,LEVEL_FAIL,Failed at 70% progress,70,FAIL,49
5396,10209,2025-04-23 14:10:32,LEVEL_FAIL,Failed at 59% progress,71,FAIL,279
5397,11216,2025-03-27 19:37:52,LEVEL_FAIL,Failed at 84% progress,86,FAIL,48
5398,12448,2025-04-20 09:58:24,LEVEL_START,Started level 53,53,,0
5399,10385,2025-03-25 22:26:08,LEVEL_COMPLETE,"Completed with score 1345, stars: 1",76,SUCCESS,74
5400,12568,2025-04-05 15:08:59,LEVEL_COMPLETE,"Completed with score 7470, stars: 3",35,SUCCESS,164
5401,11168,2025-04-20 22:56:56,LEVEL_COMPLETE,"Completed with score 5996, stars: 1",99,SUCCESS,234
5402,11586,2025-04-16 04:12:21,LEVEL_START,Started level 96,96,,0
5403,11020,2025-03-28 07:29:44,LEVEL_COMPLETE,"Completed with score 9132, stars: 1",74,SUCCESS,241
5404,12130,2025-04-13 04:16:42,LEVEL_COMPLETE,"Completed with score 3032, stars: 2",28,SUCCESS,227
5405,11243,2025-04-01 19:04:58,LEVEL_COMPLETE,"Completed with score 1129, stars: 3",3,SUCCESS,231
5406,11247,2025-04-05 15:44:23,LEVEL_FAIL,Failed at 58% progress,82,FAIL,251
5407,11438,2025-04-20 11:48:10,LEVEL_START,Started level 71,71,,0
5408,11280,2025-04-16 18:47:34,LEVEL_START,Started level 44,44,,0
5409,11061,2025-04-11 12:40:29,ITEM_USE,Used item: TIME_EXTENSION,57,,1
5410,11448,2025-04-10 01:03:23,LEVEL_COMPLETE,"Completed with score 8378, stars: 3",24,SUCCESS,240
5411,12862,2025-04-19 13:43:00,LEVEL_START,Started level 75,75,,0
5412,11951,2025-03-27 12:51:10,LEVEL_START,Started level 5,5,,0
5413,11822,2025-04-05 23:52:31,LEVEL_FAIL,Failed at 90% progress,97,FAIL,191
5414,10953,2025-04-17 07:23:00,ACHIEVEMENT,Earned achievement: COMBO_MASTER,81,,0
5415,11902,2025-04-21 04:22:31,LEVEL_START,Started level 9,9,,0
5416,10181,2025-04-09 22:56:42,LEVEL_START,Started level 34,34,,0
5417,11259,2025-04-14 15:05:57,LEVEL_FAIL,Failed at 55% progress,30,FAIL,122
5418,11096,2025-04-02 22:39:46,LEVEL_FAIL,Failed at 39% progress,22,FAIL,58
5419,12380,2025-04-14 06:31:43,LEVEL_COMPLETE,"Completed with score 9612, stars: 1",19,SUCCESS,95
5420,10620,2025-04-03 19:57:56,LEVEL_FAIL,Failed at 50% progress,99,FAIL,95
5421,11232,2025-04-17 16:35:38,LEVEL_COMPLETE,"Completed with score 4376, stars: 2",56,SUCCESS,40
5422,11917,2025-04-12 00:50:52,LEVEL_START,Started level 15,15,,0
5423,10687,2025-03-26 08:29:07,LEVEL_START,Started level 61,61,,0
5424,11164,2025-04-23 10:19:15,LEVEL_FAIL,Failed at 21% progress,82,FAIL,281
5425,10040,2025-04-20 07:40:37,LEVEL_START,Started level 60,60,,0
5426,11566,2025-03-26 17:04:02,LEVEL_START,Started level 62,62,,0
5427,11057,2025-03-31 11:43:02,LEVEL_COMPLETE,"Completed with score 7961, stars: 3",73,SUCCESS,173
5428,10061,2025-03-30 19:26:00,LEVEL_COMPLETE,"Completed with score 1634, stars: 3",84,SUCCESS,151
5429,11050,2025-04-22 21:58:22,LEVEL_FAIL,Failed at 32% progress,14,FAIL,248
5430,10046,2025-04-09 02:29:42,ITEM_USE,Used item: POWER_BOOST,36,,4
5431,10509,2025-04-11 13:52:05,ACHIEVEMENT,Earned achievement: COMBO_MASTER,9,,0
5432,12272,2025-03-26 02:42:35,LEVEL_COMPLETE,"Completed with score 1134, stars: 2",48,SUCCESS,223
5433,10332,2025-04-17 18:53:34,LEVEL_START,Started level 1,1,,0
5434,10616,2025-03-29 22:50:55,LEVEL_COMPLETE,"Completed with score 6683, stars: 3",91,SUCCESS,201
5435,12843,2025-04-23 13:32:10,LEVEL_START,Started level 54,54,,0
5436,11225,2025-04-17 05:05:07,LEVEL_START,Started level 63,63,,0
5437,12867,2025-04-06 14:45:18,LEVEL_START,Started level 41,41,,0
5438,12040,2025-04-17 06:43:49,LEVEL_START,Started level 56,56,,0
5439,11924,2025-04-18 05:41:33,LEVEL_FAIL,Failed at 64% progress,5,FAIL,90
5440,10762,2025-04-06 06:51:49,LEVEL_START,Started level 17,17,,0
5441,11963,2025-04-03 19:52:57,ITEM_USE,Used item: TIME_EXTENSION,80,,2
5442,10059,2025-04-17 01:48:49,LEVEL_START,Started level 37,37,,0
5443,11477,2025-04-22 14:25:51,LEVEL_START,Started level 3,3,,0
5444,10801,2025-04-06 10:29:19,LEVEL_START,Started level 87,87,,0
5445,10251,2025-04-01 07:49:34,LEVEL_FAIL,Failed at 39% progress,37,FAIL,107
5446,12202,2025-04-17 02:30:39,ACHIEVEMENT,Earned achievement: LEVEL_MASTER,49,,0
5447,10276,2025-04-16 18:04:04,LEVEL_COMPLETE,"Completed with score 9993, stars: 2",62,SUCCESS,204
5448,10069,2025-03-26 05:42:01,ACHIEVEMENT,Earned achievement: SPEED_MASTER,71,,0
5449,11692,2025-04-11 16:54:46,LEVEL_COMPLETE,"Completed with score 7283, stars: 2",49,SUCCESS,256
5450,10948,2025-03-24 20:42:58,LEVEL_FAIL,Failed at 54% progress,82,FAIL,203
5451,11753,2025-03-29 09:38:29,LEVEL_COMPLETE,"Completed with score 1696, stars: 1",43,SUCCESS,247
5452,12805,2025-03-29 03:40:34,LEVEL_FAIL,Failed at 73% progress,72,FAIL,87
5453,12145,2025-04-06 11:34:48,LEVEL_COMPLETE,"Completed with score 7538, stars: 1",88,SUCCESS,195
5454,11796,2025-04-02 21:34:04,LEVEL_COMPLETE,"Completed with score 4799, stars: 2",41,SUCCESS,40
5455,11578,2025-04-12 00:33:43,LEVEL_COMPLETE,"Completed with score 6850, stars: 2",28,SUCCESS,300
5456,11269,2025-03-27 00:06:07,LEVEL_COMPLETE,"Completed with score 2888, stars: 2",66,SUCCESS,107
5457,10909,2025-03-27 09:34:34,LEVEL_START,Started level 59,59,,0
5458,11954,2025-04-09 13:56:31,LEVEL_START,Started level 89,89,,0
5459,10638,2025-04-23 09:20:23,LEVEL_COMPLETE,"Completed with score 1124, stars: 3",80,SUCCESS,214
5460,12532,2025-03-27 19:56:05,LEVEL_START,Started level 64,64,,0
5461,12043,2025-04-08 02:28:27,LEVEL_START,Started level 56,56,,0
5462,12220,2025-03-30 11:36:44,LEVEL_START,Started level 33,33,,0
5463,10308,2025-04-07 00:37:22,ITEM_USE,Used item: POWER_BOOST,88,,1
5464,11332,2025-04-21 12:11:23,LEVEL_COMPLETE,"Completed with score 9367, stars: 1",77,SUCCESS,130
5465,10580,2025-04-23 09:48:02,ITEM_USE,Used item: TIME_EXTENSION,27,,2
5466,11397,2025-04-19 03:53:10,LEVEL_COMPLETE,"Completed with score 2467, stars: 2",61,SUCCESS,81
5467,11462,2025-03-26 20:52:56,LEVEL_START,Started level 70,70,,0
5468,12347,2025-03-26 04:39:41,LEVEL_COMPLETE,"Completed with score 4364, stars: 2",66,SUCCESS,220
5469,10477,2025-04-15 17:46:14,ITEM_USE,Used item: SHIELD,46,,5
5470,12112,2025-03-31 10:56:46,LEVEL_FAIL,Failed at 56% progress,32,FAIL,210
5471,10142,2025-04-19 13:46:09,LEVEL_START,Started level 8,8,,0
5472,10710,2025-04-10 06:24:28,LEVEL_START,Started level 1,1,,0
5473,12908,2025-04-04 16:23:15,ACHIEVEMENT,Earned achievement: FIRST_WIN,25,,0
5474,11803,2025-04-03 00:02:06,LEVEL_START,Started level 50,50,,0
5475,12865,2025-04-08 17:50:42,ACHIEVEMENT,Earned achievement: SPEED_MASTER,35,,0
5476,12063,2025-04-17 13:24:28,LEVEL_COMPLETE,"Completed with score 3857, stars: 1",75,SUCCESS,67
5477,12962,2025-03-26 00:09:56,LEVEL_START,Started level 10,10,,0
5478,10559,2025-04-01 05:38:36,LEVEL_START,Started level 79,79,,0
5479,10075,2025-04-13 04:34:13,LEVEL_FAIL,Failed at 65% progress,27,FAIL,212
5480,11762,2025-04-19 18:05:11,LEVEL_FAIL,Failed at 61% progress,45,FAIL,283
5481,11173,2025-03-27 22:40:54,LEVEL_START,Started level 94,94,,0
5482,12131,2025-04-21 15:51:44,LEVEL_START,Started level 46,46,,0
5483,11153,2025-04-16 17:22:14,LEVEL_START,Started level 3,3,,0
5484,10341,2025-04-14 02:08:21,ITEM_USE,Used item: TIME_EXTENSION,31,,4
5485,11192,2025-04-07 04:18:16,ITEM_USE,Used item: POWER_BOOST,77,,3
5486,12904,2025-04-16 13:35:26,LEVEL_START,Started level 90,90,,0
5487,12162,2025-04-12 23:03:43,LEVEL_COMPLETE,"Completed with score 2355, stars: 2",43,SUCCESS,114
5488,12611,2025-04-08 07:05:52,LEVEL_COMPLETE,"Completed with score 8158, stars: 1",10,SUCCESS,135
5489,12217,2025-04-14 03:25:23,LEVEL_START,Started level 83,83,,0
5490,11328,2025-04-04 04:27:40,LEVEL_COMPLETE,"Completed with score 3289, stars: 1",11,SUCCESS,274
5491,12657,2025-04-17 16:27:58,LEVEL_START,Started level 20,20,,0
5492,10390,2025-04-22 11:10:13,ITEM_USE,Used item: SHIELD,39,,4
5493,12140,2025-04-03 11:39:51,LEVEL_COMPLETE,"Completed with score 3018, stars: 3",82,SUCCESS,192
5494,11558,2025-04-05 05:56:20,ACHIEVEMENT,Earned achievement: LEVEL_MASTER,27,,0
5495,11670,2025-04-03 09:14:02,LEVEL_START,Started level 7,7,,0
5496,10624,2025-04-01 13:56:59,LEVEL_START,Started level 1,1,,0
5497,10763,2025-04-19 01:13:46,LEVEL_COMPLETE,"Completed with score 8608, stars: 1",47,SUCCESS,121
5498,10380,2025-03-25 15:37:29,LEVEL_COMPLETE,"Completed with score 6393, stars: 3",9,SUCCESS,198
5499,12490,2025-04-09 01:57:35,LEVEL_START,Started level 62,62,,0
5500,11725,2025-04-06 20:03:42,LEVEL_START,Started level 22,22,,0
5501,11488,2025-04-18 20:28:16,LEVEL_FAIL,Failed at 56% progress,52,FAIL,77
5502,12580,2025-04-01 22:43:18,ITEM_USE,Used item: SHIELD,62,,5
5503,10616,2025-04-01 10:47:19,LEVEL_FAIL,Failed at 12% progress,9,FAIL,139
5504,11197,2025-04-18 05:52:27,LEVEL_FAIL,Failed at 35% progress,33,FAIL,107
5505,10340,2025-04-07 21:25:57,ACHIEVEMENT,Earned achievement: FIRST_WIN,39,,0
5506,12232,2025-04-14 19:29:01,LEVEL_FAIL,Failed at 74% progress,85,FAIL,194
5507,11247,2025-04-12 20:25:27,LEVEL_COMPLETE,"Completed with score 8205, stars: 2",83,SUCCESS,136
5508,12618,2025-03-31 20:02:40,ACHIEVEMENT,Earned achievement: PERFECT_CLEAR,90,,0
5509,11889,2025-04-09 18:25:48,LEVEL_COMPLETE,"Completed with score 3268, stars: 3",25,SUCCESS,101
5510,11325,2025-04-19 20:03:02,LEVEL_START,Started level 59,59,,0
5511,11553,2025-04-23 05:41:47,LEVEL_COMPLETE,"Completed with score 2540, stars: 3",86,SUCCESS,96
5512,12772,2025-04-20 03:23:45,LEVEL_FAIL,Failed at 84% progress,99,FAIL,248
5513,10273,2025-04-02 18:19:35,LEVEL_START,Started level 29,29,,0
5514,12197,2025-04-10 22:58:26,LEVEL_START,Started level 26,26,,0
5515,11168,2025-03-27 18:21:44,LEVEL_START,Started level 56,56,,0
5516,12023,2025-04-01 04:51:21,LEVEL_START,Started level 82,82,,0
5517,11608,2025-04-19 10:32:18,ITEM_USE,Used item: COIN_MULTIPLIER,49,,2
5518,12238,2025-04-14 23:48:50,ITEM_USE,Used item: COIN_MULTIPLIER,22,,1
5519,11303,2025-04-20 17:17:53,LEVEL_START,Started level 100,100,,0
5520,11675,2025-04-11 10:10:27,LEVEL_COMPLETE,"Completed with score 1701, stars: 1",61,SUCCESS,109
5521,10534,2025-03-31 17:26:17,LEVEL_COMPLETE,"Completed with score 5636, stars: 3",97,SUCCESS,253
5522,10296,2025-04-22 21:11:17,ITEM_USE,Used item: SHIELD,62,,3
5523,10101,2025-03-25 13:23:03,LEVEL_START,Started level 7,7,,0
5524,11038,2025-04-21 22:41:36,LEVEL_START,Started level 86,86,,0
5525,10293,2025-04-09 04:14:58,ACHIEVEMENT,Earned achievement: FIRST_WIN,77,,0
5526,11855,2025-04-15 01:22:09,LEVEL_START,Started level 74,74,,0
5527,10368,2025-03-29 15:04:14,LEVEL_FAIL,Failed at 74% progress,62,FAIL,50
5528,10589,2025-03-25 01:54:41,LEVEL_COMPLETE,"Completed with score 5641, stars: 1",11,SUCCESS,107
5529,10040,2025-03-25 04:04:50,LEVEL_FAIL,Failed at 69% progress,75,FAIL,75
5530,11199,2025-04-07 12:18:42,LEVEL_COMPLETE,"Completed with score 3502, stars: 2",2,SUCCESS,164
5531,12288,2025-04-20 21:07:43,LEVEL_COMPLETE,"Completed with score 8856, stars: 3",3,SUCCESS,229
5532,11670,2025-04-15 02:23:56,LEVEL_COMPLETE,"Completed with score 6471, stars: 3",99,SUCCESS,96
5533,11611,2025-04-18 02:44:52,LEVEL_COMPLETE,"Completed with score 2367, stars: 3",63,SUCCESS,244
5534,12408,2025-04-17 12:28:41,LEVEL_START,Started level 27,27,,0
5535,12532,2025-04-20 12:46:24,LEVEL_START,Started level 15,15,,0
5536,10240,2025-04-13 03:34:46,LEVEL_COMPLETE,"Completed with score 6283, stars: 2",84,SUCCESS,220
5537,10891,2025-04-11 07:26:45,LEVEL_START,Started level 15,15,,0
5538,12543,2025-04-01 21:23:50,LEVEL_FAIL,Failed at 87% progress,1,FAIL,238
5539,10369,2025-03-30 11:31:28,ITEM_USE,Used item: SHIELD,24,,4
5540,12463,2025-04-18 12:53:24,LEVEL_START,Started level 23,23,,0
5541,11138,2025-03-24 17:03:01,LEVEL_START,Started level 2,2,,0
5542,11696,2025-04-07 07:11:49,LEVEL_START,Started level 81,81,,0
5543,12840,2025-03-24 16:30:28,ACHIEVEMENT,Earned achievement: COMBO_MASTER,87,,0
5544,12722,2025-04-21 21:16:01,LEVEL_COMPLETE,"Completed with score 6322, stars: 1",70,SUCCESS,51
5545,12804,2025-04-06 18:11:10,LEVEL_START,Started level 96,96,,0
5546,10030,2025-04-20 15:55:17,LEVEL_FAIL,Failed at 45% progress,8,FAIL,219
5547,12224,2025-04-22 18:25:48,LEVEL_FAIL,Failed at 36% progress,19,FAIL,255
5548,10017,2025-04-01 15:45:51,LEVEL_START,Started level 27,27,,0
5549,10276,2025-04-21 01:42:04,LEVEL_FAIL,Failed at 60% progress,62,FAIL,289
5550,10768,2025-04-14 21:08:49,LEVEL_START,Started level 47,47,,0
5551,11839,2025-04-23 04:47:04,LEVEL_COMPLETE,"Completed with score 3517, stars: 2",24,SUCCESS,52
5552,12016,2025-04-09 19:50:49,LEVEL_START,Started level 23,23,,0
5553,11717,2025-04-16 18:07:11,LEVEL_COMPLETE,"Completed with score 5971, stars: 3",48,SUCCESS,78
5554,11902,2025-04-04 15:29:37,LEVEL_START,Started level 38,38,,0
5555,10566,2025-04-06 11:29:22,LEVEL_START,Started level 66,66,,0
5556,12090,2025-04-10 04:58:07,LEVEL_COMPLETE,"Completed with score 5654, stars: 1",71,SUCCESS,45
5557,10951,2025-03-29 11:06:12,LEVEL_START,Started level 59,59,,0
5558,12458,2025-04-09 10:41:45,LEVEL_COMPLETE,"Completed with score 7383, stars: 1",38,SUCCESS,59
